T,Cow,coverage_pct,dataset_split,notif_lameness,lame_confidence,behavioral_warning_score,behavioral_warning_cusum,behavioral_warning_families,behavioral_warning_episode,behavioral_warning_start,behavioral_warning_notification,instability_warning_score,instability_warning_cusum,instability_warning_families,instability_warning_episode,instability_warning_start,instability_warning_notification,hybrid_warning_score,hybrid_warning_episode,hybrid_warning_surveillance,hybrid_warning_sequence_start,hybrid_warning_start,hybrid_warning_notification,hybrid_warning_type,hybrid_warning_priority,hybrid_warning_fusion_mode
2021-12-01 10:15:00,2041,100.0,baseline,1,48.1,0.0030233569966041096,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0030233569966041096,0,0,0,0,0,AUCUN,0,HIERARCHICAL
2021-12-04 03:30:00,2041,100.0,futur,0,20.7,0.28407246203958036,5.397746366421142,4,1,1,1,0.3440184049079755,0.0,2,0,0,0,0.3440184049079755,1,0,0,1,1,HYPO,2,HIERARCHICAL
2021-12-04 20:30:00,2041,100.0,futur,0,29.1,0.4348938202204352,28.150360830310674,3,1,0,0,0.24968665654169156,1.4902595449533174,3,1,1,1,0.4348938202204352,1,0,0,1,1,MIXTE,3,HIERARCHICAL
2021-12-05 19:15:00,2041,100.0,futur,0,8.5,0.336191948765495,39.18695154051313,4,1,1,1,0.20254673577638369,0.0,2,0,0,0,0.336191948765495,1,0,1,1,1,SEQUENCE,3,HIERARCHICAL
2021-12-05 23:45:00,2041,100.0,futur,0,14.6,0.09308146980767681,42.76585045547686,2,1,0,0,0.7193233170412122,1.4265189468722221,3,1,1,1,0.7193233170412122,1,0,0,1,0,MIXTE,3,HIERARCHICAL
2021-12-04 15:45:00,2208,100.0,futur,0,27.6,0.169709410883432,1.8851534610571432,4,1,1,1,0.014002497658445223,0.0,0,0,0,0,0.169709410883432,1,0,0,1,1,HYPO,2,HIERARCHICAL
2021-12-04 23:15:00,2208,100.0,futur,0,4.4,0.25414688025400173,7.388574925226832,4,1,0,0,0.9030612244897959,2.9355511729513664,2,1,1,1,0.9030612244897959,1,0,0,1,0,MIXTE,3,HIERARCHICAL
2021-12-05 16:30:00,2208,100.0,futur,0,31.2,0.032132910457779454,14.758891277096986,1,1,0,0,0.4029423821796205,5.184504203514734,3,1,1,1,0.4029423821796205,1,0,0,1,1,MIXTE,3,HIERARCHICAL
2021-12-04 03:30:00,8056,100.0,futur,0,3.9,0.3568474589631836,3.2641862998131823,4,1,1,1,0.03294117647058826,0.22275490196078435,0,0,0,0,0.3568474589631836,1,0,0,1,1,HYPO,2,HIERARCHICAL
2021-12-04 18:00:00,8056,100.0,futur,0,30.3,0.029662083051969712,3.703301400739208,0,0,0,0,0.20395328444751348,1.8107319941223343,2,1,1,1,0.20395328444751348,0,1,0,0,0,INSTABILITE,1,HIERARCHICAL
2021-12-06 10:15:00,8056,100.0,futur,0,31.7,0.21438282948209503,2.937400177703506,4,1,1,1,0.21146928095988787,0.15146928095988788,2,0,0,0,0.21438282948209503,1,0,1,1,1,SEQUENCE,3,HIERARCHICAL
2021-12-04 02:30:00,8057,100.0,futur,0,4.6,0.4818665341804428,3.2186643363915657,3,0,0,0,0.6798076923076922,2.8279689833863872,2,1,1,1,0.6798076923076922,0,1,0,0,0,INSTABILITE,1,HIERARCHICAL
2021-12-04 03:45:00,8057,100.0,futur,0,7.5,0.42668320654028224,5.73908192072638,3,1,1,1,0.9749999999999999,6.794666725837949,2,1,0,0,0.9749999999999999,1,0,1,1,1,SEQUENCE,3,HIERARCHICAL
2021-12-05 13:45:00,8057,100.0,futur,0,27.4,0.3974499036764159,35.3123461170177,3,1,1,1,0.511623188405797,4.228513876097005,2,0,0,0,0.511623188405797,1,0,1,1,1,SEQUENCE,3,HIERARCHICAL
