season,Cow,scan_date,Week,Treatment_hour,Treatment_pad_size(m2),Paddock_number,Weather_conditions,Paddock_surface_conditions,Gov_CAN_Temp_10am_(C),Gov_CAN_rel_humidity_10am_(%),total_scans,count_active_mobile,count_active_immobile,count_immobile,count_rumination,count_other,pct_active_mobile,pct_active_immobile,pct_immobile,pct_rumination,pct_other,behavior_activity_score,behavior_state,Distance_index_per_treatment_hour,Icetag_steps_per_treatment_hour1,Icetag_steps_2hours_total,Comments
winter_2019,3437,2019-03-15,5.0,2,20,5,clear,wet,9.4,58,30,2,2,14,12,0,0.06666666666666667,0.06666666666666667,0.4666666666666667,0.4,0.0,0.2,rumination_dominant,0.35,78,261.0,2 hour pairs done 12:14 but started bringing them in at 12:19
winter_2019,5246,2019-03-15,5.0,2,40,3,clear,wet,9.4,58,30,1,1,19,9,0,0.03333333333333333,0.03333333333333333,0.6333333333333333,0.3,0.0,0.125,immobile_dominant,0.48333333333333334,56,139.0,2 hour pairs done 12:14 but started bringing them in at 12:19
winter_2019,8508,2019-03-15,5.0,2,80,1,clear,wet,9.4,58,30,3,6,6,15,0,0.1,0.2,0.2,0.5,0.0,0.325,rumination_dominant,0.38333333333333336,66,163.0,2 hour pairs done 12:14 but started bringing them in at 12:19
winter_2019,8510,2019-03-15,5.0,2,60,7,clear,wet,9.4,58,30,3,2,2,23,0,0.1,0.06666666666666667,0.06666666666666667,0.7666666666666667,0.0,0.325,rumination_dominant,0.6166666666666667,105,194.0,2 hour pairs done 12:14 but started bringing them in at 12:19
winter_2019,8510,2019-03-29,7.2,1,80,16,rain,wood chips,4.1,85,15,1,1,2,11,0,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.7333333333333333,0.0,0.2833333333333333,rumination_dominant,0.6,63,,"wood chips in paddocks 2, 4, 6, 8, 10, 12, 14, 16"
winter_2019,5250,2019-03-29,7.2,1,40,14,rain,wood chips,4.1,85,15,1,1,8,5,0,0.06666666666666667,0.06666666666666667,0.5333333333333333,0.3333333333333333,0.0,0.18333333333333332,immobile_dominant,0.7666666666666667,62,,"wood chips in paddocks 2, 4, 6, 8, 10, 12, 14, 16"
winter_2019,8508,2019-03-29,7.2,1,60,10,rain,wood chips,4.1,85,15,5,0,2,8,0,0.3333333333333333,0.0,0.13333333333333333,0.5333333333333333,0.0,0.4666666666666667,active_mobile_present,0.5333333333333333,116,,"wood chips in paddocks 2, 4, 6, 8, 10, 12, 14, 16"
winter_2019,3443,2019-03-29,7.2,1,20,12,rain,wood chips,4.1,85,15,0,2,1,12,0,0.0,0.13333333333333333,0.06666666666666667,0.8,0.0,0.26666666666666666,rumination_dominant,0.5,62,,"wood chips in paddocks 2, 4, 6, 8, 10, 12, 14, 16"
winter_2019,2056,2019-03-29,7.2,2,40,6,rain,wood chips,4.1,85,30,1,6,13,10,0,0.03333333333333333,0.2,0.43333333333333335,0.3333333333333333,0.0,0.21666666666666667,mixed_or_low_signal,0.7166666666666667,82,176.0,"wood chips in paddocks 2, 4, 6, 8, 10, 12, 14, 16"
winter_2019,2081,2019-03-29,7.2,2,20,4,rain,wood chips,4.1,85,30,2,3,20,5,0,0.06666666666666667,0.1,0.6666666666666666,0.16666666666666666,0.0,0.15833333333333333,immobile_dominant,0.4666666666666667,67,112.0,"wood chips in paddocks 2, 4, 6, 8, 10, 12, 14, 16"
winter_2019,5246,2019-03-29,7.2,2,80,8,rain,wood chips,4.1,85,30,0,4,2,24,0,0.0,0.13333333333333333,0.06666666666666667,0.8,0.0,0.26666666666666666,rumination_dominant,0.75,25,51.0,"wood chips in paddocks 2, 4, 6, 8, 10, 12, 14, 16"
winter_2019,3437,2019-03-29,7.2,2,60,2,rain,wood chips,4.1,85,30,2,4,9,15,0,0.06666666666666667,0.13333333333333333,0.3,0.5,0.0,0.25833333333333336,rumination_dominant,0.7333333333333333,145,324.0,"wood chips in paddocks 2, 4, 6, 8, 10, 12, 14, 16"
winter_2019,2056,2019-04-05,8.0,1,80,16,clear,wood chips,-0.5,37,15,1,3,8,3,0,0.06666666666666667,0.2,0.5333333333333333,0.2,0.0,0.21666666666666667,immobile_dominant,0.9666666666666667,119,,"wood chips in paddocks 2, 4, 6, 8, 10, 12, 14, 16"
winter_2019,3443,2019-04-05,8.0,1,40,14,clear,wood chips,-0.5,37,15,1,1,4,9,0,0.06666666666666667,0.06666666666666667,0.26666666666666666,0.6,0.0,0.25,rumination_dominant,0.6,62,,"wood chips in paddocks 2, 4, 6, 8, 10, 12, 14, 16"
winter_2019,2081,2019-04-05,8.0,1,60,10,clear,wood chips,-0.5,37,15,5,6,4,0,0,0.3333333333333333,0.4,0.26666666666666666,0.0,0.0,0.5333333333333333,active_mobile_present,0.6,110,,"wood chips in paddocks 2, 4, 6, 8, 10, 12, 14, 16"
winter_2019,8510,2019-04-05,8.0,2,40,6,clear,wood chips,-0.5,37,30,3,2,18,7,0,0.1,0.06666666666666667,0.6,0.23333333333333334,0.0,0.19166666666666668,immobile_dominant,0.5833333333333334,65,201.0,"wood chips in paddocks 2, 4, 6, 8, 10, 12, 14, 16"
winter_2019,8508,2019-04-05,8.0,2,20,4,clear,wood chips,-0.5,37,30,1,3,12,14,0,0.03333333333333333,0.1,0.4,0.4666666666666667,0.0,0.2,rumination_dominant,0.36666666666666664,41,133.0,"wood chips in paddocks 2, 4, 6, 8, 10, 12, 14, 16"
winter_2019,5246,2019-04-05,8.0,2,60,2,clear,wood chips,-0.5,37,30,0,4,7,19,0,0.0,0.13333333333333333,0.23333333333333334,0.6333333333333333,0.0,0.225,rumination_dominant,0.5166666666666667,46,108.0,"wood chips in paddocks 2, 4, 6, 8, 10, 12, 14, 16"
winter_2019,5250,2019-04-05,8.0,1,20,12,clear,wood chips,-0.5,37,15,0,0,1,14,0,0.0,0.0,0.06666666666666667,0.9333333333333333,0.0,0.23333333333333334,rumination_dominant,0.4666666666666667,69,,"wood chips in paddocks 2, 4, 6, 8, 10, 12, 14, 16"
