layer,season,source_type,extension,relative_path,file_size_mb,rows,cols,n_cows,date_min,date_max,sheet_count,sheet_names_preview,columns_preview
raw_mcgill_complete,Fall 2019,accelerometer_icetag_export_support,.ses,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Session Files/Wk4-5_XX-14DEC2019/2041_Tag172_06DEC2019-1113_14DEC2019-1236.ses,0.138,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_export_support,.ses,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Session Files/Wk4-5_XX-14DEC2019/2057_Tag161_05DEC2019-1122_14DEC2019-1236.ses,0.22,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_export_support,.ses,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Session Files/Wk4-5_XX-14DEC2019/2062_Tag92_06DEC2019-1112_14DEC2019-1238.ses,0.263,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_export_support,.ses,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Session Files/Wk4-5_XX-14DEC2019/2063_Tag173_04DEC2019-1019_14DEC2019-1127.ses,0.362,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_export_support,.ses,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Session Files/Wk4-5_XX-14DEC2019/2066_Tag180_04DEC2019-1127_14DEC2019-1134.ses,0.267,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_export_support,.ses,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Session Files/Wk4-5_XX-14DEC2019/2078_Tag91_03DEC2019-1118_14DEC2019-1124.ses,0.202,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_export_support,.ses,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Session Files/Wk4-5_XX-14DEC2019/2081_Tag176_03DEC2019-1124_14DEC2019-1133.ses,0.191,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_export_support,.ses,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Session Files/Wk4-5_XX-14DEC2019/3435_Tag179_03DEC2019-1116_14DEC2019-1124.ses,0.267,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_export_support,.ses,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Session Files/Wk4-5_XX-14DEC2019/3437_Tag158_05DEC2019-1121_14DEC2019-1235.ses,0.386,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_export_support,.ses,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Session Files/Wk4-5_XX-14DEC2019/3444_Tag175_04DEC2019-1128_14DEC2019-1135.ses,0.299,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_export_support,.ses,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Session Files/Wk4-5_XX-14DEC2019/5327_Tag85_06DEC2019-1012_14DEC2019-1233.ses,0.415,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_export_support,.ses,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Session Files/Wk4-5_XX-14DEC2019/5854_Tag86_05DEC2019-1123_14DEC2019-1236.ses,0.248,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_export_support,.ses,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Session Files/Wk4-5_XX-14DEC2019/5857_Tag95_06DEC2019-1013_14DEC2019-1234.ses,0.217,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_export_support,.ses,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Session Files/Wk4-5_XX-14DEC2019/5862_Tag167_05DEC2019-1005_14DEC2019-1231.ses,0.414,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_export_support,.ses,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Session Files/Wk4-5_XX-14DEC2019/5865_Tag178_06DEC2019-1114_14DEC2019-1238.ses,0.284,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_export_support,.ses,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Session Files/Wk4-5_XX-14DEC2019/5870_Tag93_05DEC2019-1006_14DEC2019-1232.ses,0.277,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_export_support,.ses,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Session Files/Wk4-5_XX-14DEC2019/5871_Tag94_06DEC2019-1014_14DEC2019-1234.ses,0.227,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_export_support,.ses,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Session Files/Wk4-5_XX-14DEC2019/5872_Tag171_04DEC2019-1018_14DEC2019-1126.ses,0.323,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_export_support,.ses,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Session Files/Wk4-5_XX-14DEC2019/5874_Tag165_03DEC2019-1123_14DEC2019-1132.ses,0.344,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_export_support,.ses,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Session Files/Wk4-5_XX-14DEC2019/5875_Tag97_03DEC2019-1122_14DEC2019-1133.ses,0.303,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_export_support,.ses,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Session Files/Wk4-5_XX-14DEC2019/5879_Tag164_04DEC2019-1126_14DEC2019-1134.ses,0.231,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_export_support,.ses,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Session Files/Wk4-5_XX-14DEC2019/821_Tag163_05DEC2019-1007_14DEC2019-1232.ses,0.638,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_export_support,.ses,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Session Files/Wk4-5_XX-14DEC2019/8500_Ta160_03DEC2019-1117_14DEC2019-1125.ses,0.282,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_export_support,.ses,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Session Files/Wk4-5_XX-14DEC2019/8501_Tag177_04DEC2019-1017_14DEC2019-1126.ses,0.295,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_export_support,.ses,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Session Files/Wk4-5_XX-14DEC2019/8517_Tag87_02DEC2019-1128_14DEC2019-1130.ses,0.389,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_export_support,.ses,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Session Files/Wk4-5_XX-14DEC2019/8525_Tag181_02DEC2019-1138_14DEC2019-1123.ses,0.224,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_export_support,.ses,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Session Files/Wk4-5_XX-14DEC2019/8526_Tag159_02DEC2019-1130_14DEC2019-1131.ses,0.27,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_export_support,.ses,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Session Files/Wk4-5_XX-14DEC2019/8527_Tag96_02DEC2019-1129_14DEC2019-1129.ses,0.261,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_export_support,.ses,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Session Files/Wk4-5_XX-14DEC2019/8531_Tag174_02DEC2019-1135_14DEC2019-1122.ses,0.223,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_export_support,.ses,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Session Files/Wk4-5_XX-14DEC2019/8536_Tag168_02DEC2019-1139_14DEC2019-1123.ses,0.335,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/2041_Tag172_06DEC2019-1113_14DEC2019-1236.csv,0.455,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/2041_Tag172_06DEC2019-1113_14DEC2019-1236_LB.csv,0.018,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/2057_Tag161_05DEC2019-1122_14DEC2019-1236.csv,0.511,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/2057_Tag161_05DEC2019-1122_14DEC2019-1236_LB.csv,0.014,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/2062_Tag92_06DEC2019-1112_14DEC2019-1238.csv,0.455,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/2062_Tag92_06DEC2019-1112_14DEC2019-1238_LB.csv,0.124,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/2063_Tag173_04DEC2019-1019_14DEC2019-1127.csv,0.567,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/2063_Tag173_04DEC2019-1019_14DEC2019-1127_LB.csv,0.086,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/2066_Tag180_04DEC2019-1127_14DEC2019-1134.csv,0.566,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/2066_Tag180_04DEC2019-1127_14DEC2019-1134_LB.csv,0.015,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/2078_Tag91_03DEC2019-1118_14DEC2019-1124.csv,0.621,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/2078_Tag91_03DEC2019-1118_14DEC2019-1124_LB.csv,0.032,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/2081_Tag176_03DEC2019-1124_14DEC2019-1133.csv,0.622,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/2081_Tag176_03DEC2019-1124_14DEC2019-1133_LB.csv,0.012,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/3435_Tag179_03DEC2019-1116_14DEC2019-1124.csv,0.621,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/3435_Tag179_03DEC2019-1116_14DEC2019-1124_LB.csv,0.026,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/3437_Tag158_05DEC2019-1121_14DEC2019-1235.csv,0.511,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/3437_Tag158_05DEC2019-1121_14DEC2019-1235_LB.csv,0.086,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/3444_Tag175_04DEC2019-1128_14DEC2019-1135.csv,0.566,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/3444_Tag175_04DEC2019-1128_14DEC2019-1135_LB.csv,0.044,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/5327_Tag85_06DEC2019-1012_14DEC2019-1233.csv,0.458,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/5327_Tag85_06DEC2019-1012_14DEC2019-1233_LB.csv,0.282,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/5854_Tag86_05DEC2019-1123_14DEC2019-1236.csv,0.512,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/5854_Tag86_05DEC2019-1123_14DEC2019-1236_LB.csv,0.044,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/5857_Tag95_06DEC2019-1013_14DEC2019-1234.csv,0.458,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/5857_Tag95_06DEC2019-1013_14DEC2019-1234_LB.csv,0.007,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/5862_Tag167_05DEC2019-1005_14DEC2019-1231.csv,0.515,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/5862_Tag167_05DEC2019-1005_14DEC2019-1231_LB.csv,0.245,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/5865_Tag178_06DEC2019-1114_14DEC2019-1238.csv,0.455,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/5865_Tag178_06DEC2019-1114_14DEC2019-1238_LB.csv,0.043,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/5870_Tag93_05DEC2019-1006_14DEC2019-1232.csv,0.514,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/5870_Tag93_05DEC2019-1006_14DEC2019-1232_LB.csv,0.112,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/5871_Tag94_06DEC2019-1014_14DEC2019-1234.csv,0.457,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/5871_Tag94_06DEC2019-1014_14DEC2019-1234_LB.csv,0.085,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/5872_Tag171_04DEC2019-1018_14DEC2019-1126.csv,0.568,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/5872_Tag171_04DEC2019-1018_14DEC2019-1126_LB.csv,0.006,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/5874_Tag165_03DEC2019-1123_14DEC2019-1132.csv,0.622,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/5874_Tag165_03DEC2019-1123_14DEC2019-1132_LB.csv,0.02,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/5875_Tag97_03DEC2019-1122_14DEC2019-1133.csv,0.622,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/5875_Tag97_03DEC2019-1122_14DEC2019-1133_LB.csv,0.063,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/5879_Tag164_04DEC2019-1126_14DEC2019-1134.csv,0.565,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/5879_Tag164_04DEC2019-1126_14DEC2019-1134_LB.csv,0.134,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/821_Tag163_05DEC2019-1007_14DEC2019-1232.csv,0.514,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/821_Tag163_05DEC2019-1007_14DEC2019-1232_LB.csv,0.117,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/8500_Ta160_03DEC2019-1117_14DEC2019-1125.csv,0.622,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/8500_Ta160_03DEC2019-1117_14DEC2019-1125_LB.csv,0.205,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/8501_Tag177_04DEC2019-1017_14DEC2019-1126.csv,0.567,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/8501_Tag177_04DEC2019-1017_14DEC2019-1126_LB.csv,0.011,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/8517_Tag87_02DEC2019-1128_14DEC2019-1130.csv,0.679,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/8517_Tag87_02DEC2019-1128_14DEC2019-1130_LB.csv,0.067,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/8525_Tag181_02DEC2019-1138_14DEC2019-1123.csv,0.677,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/8525_Tag181_02DEC2019-1138_14DEC2019-1123_LB.csv,0.022,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/8526_Tag159_02DEC2019-1130_14DEC2019-1131.csv,0.679,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/8526_Tag159_02DEC2019-1130_14DEC2019-1131_LB.csv,0.012,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/8527_Tag96_02DEC2019-1129_14DEC2019-1129.csv,0.679,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/8527_Tag96_02DEC2019-1129_14DEC2019-1129_LB.csv,0.035,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/8531_Tag174_02DEC2019-1135_14DEC2019-1122.csv,0.677,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/8531_Tag174_02DEC2019-1135_14DEC2019-1122_LB.csv,0.018,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/8536_Tag168_02DEC2019-1139_14DEC2019-1123.csv,0.678,,,,,,,,
raw_mcgill_complete,Fall 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Wk4-5_XX-14DEC2019/8536_Tag168_02DEC2019-1139_14DEC2019-1123_LB.csv,0.065,,,,,,,,
raw_mcgill_complete,Fall 2021,environment_hobo_xlsx,.xlsx,Données completes/Données accelerometres/Fall 2021/Hobos/Kinetic and hooftrimming- Follow-up/HOBO 1 2022-02-10 15_39_09 -0500.xlsx,0.549,4620,13,,,,3,"DATA, Event Data, Details","Plot Title: HOBO 1, , , , , , , , , , , "
raw_mcgill_complete,Fall 2021,environment_hobo_xlsx,.xlsx,Données completes/Données accelerometres/Fall 2021/Hobos/Kinetic and hooftrimming-post trial/HOBO 2 2021-12-17 11_59_11 -0500.xlsx,0.143,,,,,,3,"DATA, Event Data, Details",Plot Title: HOBO 2
raw_mcgill_complete,Fall 2021,environment_hobo_csv,.csv,Données completes/Données accelerometres/Fall 2021/Hobos/Nov 1-9/HOBO 1 2021-11-09 10_52_37 -0500.csv,0.201,,,,,,,,
raw_mcgill_complete,Fall 2021,environment_hobo_xlsx,.xlsx,Données completes/Données accelerometres/Fall 2021/Hobos/Nov 1-9/HOBO 1 2021-11-09 10_52_37 -0500.xlsx,0.287,,,,,,3,"DATA, Event Data, Details",Plot Title: HOBO 1
raw_mcgill_complete,Fall 2021,environment_hobo_csv,.csv,Données completes/Données accelerometres/Fall 2021/Hobos/Nov 1-9/HOBO 2 2021-11-09 10_53_42 -0500.csv,0.201,,,,,,,,
raw_mcgill_complete,Fall 2021,environment_hobo_xlsx,.xlsx,Données completes/Données accelerometres/Fall 2021/Hobos/Nov 1-9/HOBO 2 2021-11-09 10_53_42 -0500.xlsx,0.286,,,,,,3,"DATA, Event Data, Details",Plot Title: HOBO 2
raw_mcgill_complete,Fall 2021,environment_hobo_csv,.csv,Données completes/Données accelerometres/Fall 2021/Hobos/Nov 1-9/HOBO 3 2021-11-09 10_54_42 -0500.csv,0.201,,,,,,,,
raw_mcgill_complete,Fall 2021,environment_hobo_xlsx,.xlsx,Données completes/Données accelerometres/Fall 2021/Hobos/Nov 1-9/HOBO 3 2021-11-09 10_54_42 -0500.xlsx,0.287,,,,,,3,"DATA, Event Data, Details",Plot Title: HOBO 3
raw_mcgill_complete,Fall 2021,environment_hobo_csv,.csv,Données completes/Données accelerometres/Fall 2021/Hobos/Nov 1-9/HOBO 4 2021-11-09 10_55_43 -0500.csv,0.201,,,,,,,,
raw_mcgill_complete,Fall 2021,environment_hobo_xlsx,.xlsx,Données completes/Données accelerometres/Fall 2021/Hobos/Nov 1-9/HOBO 4 2021-11-09 10_55_43 -0500.xlsx,0.287,,,,,,3,"DATA, Event Data, Details",Plot Title: HOBO 4
raw_mcgill_complete,Fall 2021,environment_hobo_xlsx,.xlsx,Données completes/Données accelerometres/Fall 2021/Hobos/Nov 23-30/HOBO 1 2021-11-30 10_00_59 -0500.xlsx,0.268,1999,13,,,,3,"DATA, Event Data, Details","Plot Title: HOBO 1, , , , , , , , , , , "
raw_mcgill_complete,Fall 2021,environment_hobo_xlsx,.xlsx,Données completes/Données accelerometres/Fall 2021/Hobos/Nov 23-30/HOBO 2 2021-11-30 10_01_59 -0500.xlsx,0.266,1999,13,,,,3,"DATA, Event Data, Details","Plot Title: HOBO 2, , , , , , , , , , , "
raw_mcgill_complete,Fall 2021,environment_hobo_xlsx,.xlsx,Données completes/Données accelerometres/Fall 2021/Hobos/Nov 23-30/HOBO 3 2021-11-30 10_02_57 -0500.xlsx,0.269,1999,13,,,,3,"DATA, Event Data, Details","Plot Title: HOBO 3, , , , , , , , , , , "
raw_mcgill_complete,Fall 2021,environment_hobo_xlsx,.xlsx,Données completes/Données accelerometres/Fall 2021/Hobos/Nov 23-30/HOBO 4 2021-11-30 10_04_05 -0500.xlsx,0.267,1999,13,,,,3,"DATA, Event Data, Details","Plot Title: HOBO 4, , , , , , , , , , , "
raw_mcgill_complete,Fall 2021,environment_hobo_xlsx,.xlsx,Données completes/Données accelerometres/Fall 2021/Hobos/Nov 30-Dec 08/HOBO 1 2021-12-08 13_16_44 -0500.xlsx,0.313,2346,13,,,,3,"DATA, Event Data, Details","Plot Title: HOBO 1, , , , , , , , , , , "
raw_mcgill_complete,Fall 2021,environment_hobo_xlsx,.xlsx,Données completes/Données accelerometres/Fall 2021/Hobos/Nov 30-Dec 08/HOBO 2 2021-12-08 13_17_46 -0500.xlsx,0.313,2346,13,,,,3,"DATA, Event Data, Details","Plot Title: HOBO 2, , , , , , , , , , , "
