relative_path,filename,extension,season,source_type,sheet_count,sheet_names_preview,sample_sheet,sample_rows_preview,notes
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/05APR2019-12APR2019/2056_Tag85_05APR2019-1411_12APR2019-1201_LB.csv,2056_Tag85_05APR2019-1411_12APR2019-1201_LB.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/05APR2019-12APR2019/2063_Tag25_05APR2019-1333_12APR2019-1144.csv,2063_Tag25_05APR2019-1333_12APR2019-1144.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/05APR2019-12APR2019/2063_Tag25_05APR2019-1333_12APR2019-1144_LB.csv,2063_Tag25_05APR2019-1333_12APR2019-1144_LB.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/05APR2019-12APR2019/2069_Tag16_05APR2019-1333_12APR2019-1145.csv,2069_Tag16_05APR2019-1333_12APR2019-1145.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/05APR2019-12APR2019/2069_Tag16_05APR2019-1333_12APR2019-1145_LB.csv,2069_Tag16_05APR2019-1333_12APR2019-1145_LB.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/05APR2019-12APR2019/2081_Tag24_05APR2019-1332_12APR2019-1144.csv,2081_Tag24_05APR2019-1332_12APR2019-1144.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/05APR2019-12APR2019/2081_Tag24_05APR2019-1332_12APR2019-1144_LB.csv,2081_Tag24_05APR2019-1332_12APR2019-1144_LB.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/05APR2019-12APR2019/3437_Tag21_05APR2019-1305_12APR2019-1117.csv,3437_Tag21_05APR2019-1305_12APR2019-1117.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/05APR2019-12APR2019/3437_Tag21_05APR2019-1305_12APR2019-1117_LB.csv,3437_Tag21_05APR2019-1305_12APR2019-1117_LB.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/05APR2019-12APR2019/5221_Tag95_05APR2019-1331_12APR2019-1143.csv,5221_Tag95_05APR2019-1331_12APR2019-1143.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/05APR2019-12APR2019/5221_Tag95_05APR2019-1331_12APR2019-1143_LB.csv,5221_Tag95_05APR2019-1331_12APR2019-1143_LB.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/05APR2019-12APR2019/5246_Tag89_05APR2019-1303_12APR2019-1143.csv,5246_Tag89_05APR2019-1303_12APR2019-1143.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/05APR2019-12APR2019/5246_Tag89_05APR2019-1303_12APR2019-1143_LB.csv,5246_Tag89_05APR2019-1303_12APR2019-1143_LB.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/05APR2019-12APR2019/5250_Tag94_05APR2019-1331_12APR2019-1142.csv,5250_Tag94_05APR2019-1331_12APR2019-1142.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/05APR2019-12APR2019/5250_Tag94_05APR2019-1331_12APR2019-1142_LB.csv,5250_Tag94_05APR2019-1331_12APR2019-1142_LB.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/05APR2019-12APR2019/8500_Tag90_05APR2019-1329_12APR2019-1118.csv,8500_Tag90_05APR2019-1329_12APR2019-1118.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/05APR2019-12APR2019/8500_Tag90_05APR2019-1329_12APR2019-1118_LB.csv,8500_Tag90_05APR2019-1329_12APR2019-1118_LB.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/05APR2019-12APR2019/8502_Tag87_05APR2019-1306_12APR2019-1117.csv,8502_Tag87_05APR2019-1306_12APR2019-1117.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/05APR2019-12APR2019/8502_Tag87_05APR2019-1306_12APR2019-1117_LB.csv,8502_Tag87_05APR2019-1306_12APR2019-1117_LB.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/05APR2019-12APR2019/8505_Tag92_05APR2019-1304_12APR2019-1114.csv,8505_Tag92_05APR2019-1304_12APR2019-1114.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/05APR2019-12APR2019/8505_Tag92_05APR2019-1304_12APR2019-1114_LB.csv,8505_Tag92_05APR2019-1304_12APR2019-1114_LB.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/05APR2019-12APR2019/8506_Tag86_05APR2019-1304_12APR2019-1115.csv,8506_Tag86_05APR2019-1304_12APR2019-1115.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/05APR2019-12APR2019/8506_Tag86_05APR2019-1304_12APR2019-1115_LB.csv,8506_Tag86_05APR2019-1304_12APR2019-1115_LB.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/05APR2019-12APR2019/8508_Tag20_05APR2019-1259_12APR2019-1113.csv,8508_Tag20_05APR2019-1259_12APR2019-1113.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/05APR2019-12APR2019/8508_Tag20_05APR2019-1259_12APR2019-1113_LB.csv,8508_Tag20_05APR2019-1259_12APR2019-1113_LB.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/05APR2019-12APR2019/8510_Tag91_05APR2019-1302_12APR2019-1116.csv,8510_Tag91_05APR2019-1302_12APR2019-1116.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/05APR2019-12APR2019/8510_Tag91_05APR2019-1302_12APR2019-1116_LB.csv,8510_Tag91_05APR2019-1302_12APR2019-1116_LB.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08FEB2019-15FEB2019/2047_Tag94_08FEB2019-1345_15FEB2019-1502.csv,2047_Tag94_08FEB2019-1345_15FEB2019-1502.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08FEB2019-15FEB2019/2047_Tag94_08FEB2019-1345_15FEB2019-1502_LB.csv,2047_Tag94_08FEB2019-1345_15FEB2019-1502_LB.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08FEB2019-15FEB2019/2056_Tag91_08FEB2019-1411_15FEB2019-1523.csv,2056_Tag91_08FEB2019-1411_15FEB2019-1523.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08FEB2019-15FEB2019/2056_Tag91_08FEB2019-1411_15FEB2019-1523_LB.csv,2056_Tag91_08FEB2019-1411_15FEB2019-1523_LB.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08FEB2019-15FEB2019/2063_Tag22_08FEB2019-1347_15FEB2019-1504.csv,2063_Tag22_08FEB2019-1347_15FEB2019-1504.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08FEB2019-15FEB2019/2063_Tag22_08FEB2019-1347_15FEB2019-1504_LB.csv,2063_Tag22_08FEB2019-1347_15FEB2019-1504_LB.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08FEB2019-15FEB2019/2069_Tag25_08FEB2019-1347_15FEB2019-1505.csv,2069_Tag25_08FEB2019-1347_15FEB2019-1505.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08FEB2019-15FEB2019/2069_Tag25_08FEB2019-1347_15FEB2019-1505_LB.csv,2069_Tag25_08FEB2019-1347_15FEB2019-1505_LB.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08FEB2019-15FEB2019/2081_Tag86_14FEB2019-1347_15FEB2019-1503.csv,2081_Tag86_14FEB2019-1347_15FEB2019-1503.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08FEB2019-15FEB2019/2081_Tag86_14FEB2019-1347_15FEB2019-1503_LB.csv,2081_Tag86_14FEB2019-1347_15FEB2019-1503_LB.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08FEB2019-15FEB2019/2081_Tag86__08FEB2019-14FEB2019.csv,2081_Tag86__08FEB2019-14FEB2019.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08FEB2019-15FEB2019/2081_Tag86__08FEB2019-14FEB2019_LB.csv,2081_Tag86__08FEB2019-14FEB2019_LB.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08FEB2019-15FEB2019/3437_Tag20_08FEB2019-1310_15FEB2019-1342.csv,3437_Tag20_08FEB2019-1310_15FEB2019-1342.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08FEB2019-15FEB2019/3437_Tag20_08FEB2019-1310_15FEB2019-1342_LB.csv,3437_Tag20_08FEB2019-1310_15FEB2019-1342_LB.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08FEB2019-15FEB2019/3437_Tag24_15FEB2019-1335_15FEB2019-1451.csv,3437_Tag24_15FEB2019-1335_15FEB2019-1451.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08FEB2019-15FEB2019/3437_Tag24_15FEB2019-1335_15FEB2019-1451_LB.csv,3437_Tag24_15FEB2019-1335_15FEB2019-1451_LB.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08FEB2019-15FEB2019/3443_Tag26_08FEB2019-1312_15FEB2019-1343.csv,3443_Tag26_08FEB2019-1312_15FEB2019-1343.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08FEB2019-15FEB2019/3443_Tag26_08FEB2019-1312_15FEB2019-1343_LB.csv,3443_Tag26_08FEB2019-1312_15FEB2019-1343_LB.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08FEB2019-15FEB2019/3443_Tag96_15FEB2019-1337_15FEB2019-1452.csv,3443_Tag96_15FEB2019-1337_15FEB2019-1452.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08FEB2019-15FEB2019/3443_Tag96_15FEB2019-1337_15FEB2019-1452_LB.csv,3443_Tag96_15FEB2019-1337_15FEB2019-1452_LB.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08FEB2019-15FEB2019/5221_Tag93_08FEB2019-1409_15FEB2019-1502.csv,5221_Tag93_08FEB2019-1409_15FEB2019-1502.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08FEB2019-15FEB2019/5221_Tag93_08FEB2019-1409_15FEB2019-1502_LB.csv,5221_Tag93_08FEB2019-1409_15FEB2019-1502_LB.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08FEB2019-15FEB2019/5246_Tag16_08FEB2019-1346_15FEB2019-1503.csv,5246_Tag16_08FEB2019-1346_15FEB2019-1503.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08FEB2019-15FEB2019/5246_Tag16_08FEB2019-1346_15FEB2019-1503_LB.csv,5246_Tag16_08FEB2019-1346_15FEB2019-1503_LB.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08FEB2019-15FEB2019/5250_Tag87_08FEB2019-1345_15FEB2019-1501.csv,5250_Tag87_08FEB2019-1345_15FEB2019-1501.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08FEB2019-15FEB2019/5250_Tag87_08FEB2019-1345_15FEB2019-1501_LB.csv,5250_Tag87_08FEB2019-1345_15FEB2019-1501_LB.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08FEB2019-15FEB2019/8500_Tag21_08FEB2019-1311_15FEB2019-1342.csv,8500_Tag21_08FEB2019-1311_15FEB2019-1342.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08FEB2019-15FEB2019/8500_Tag21_08FEB2019-1311_15FEB2019-1342_LB.csv,8500_Tag21_08FEB2019-1311_15FEB2019-1342_LB.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08FEB2019-15FEB2019/8500_Tag76_15FEB2019-1337_15FEB2019-1451.csv,8500_Tag76_15FEB2019-1337_15FEB2019-1451.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08FEB2019-15FEB2019/8500_Tag76_15FEB2019-1337_15FEB2019-1451_LB.csv,8500_Tag76_15FEB2019-1337_15FEB2019-1451_LB.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08FEB2019-15FEB2019/8505_Tag18_08FEB2019-1307_15FEB2019-1339.csv,8505_Tag18_08FEB2019-1307_15FEB2019-1339.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08FEB2019-15FEB2019/8505_Tag18_08FEB2019-1307_15FEB2019-1339_LB.csv,8505_Tag18_08FEB2019-1307_15FEB2019-1339_LB.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08FEB2019-15FEB2019/8505_Tag88_15FEB2019-1333_15FEB2019-1449.csv,8505_Tag88_15FEB2019-1333_15FEB2019-1449.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08FEB2019-15FEB2019/8505_Tag88_15FEB2019-1333_15FEB2019-1449_LB.csv,8505_Tag88_15FEB2019-1333_15FEB2019-1449_LB.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08FEB2019-15FEB2019/8506_Tag92_08FEB2019-1309_15FEB2019-1340.csv,8506_Tag92_08FEB2019-1309_15FEB2019-1340.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08FEB2019-15FEB2019/8506_Tag92_08FEB2019-1309_15FEB2019-1340_LB.csv,8506_Tag92_08FEB2019-1309_15FEB2019-1340_LB.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08FEB2019-15FEB2019/8506_Tag95_15FEB2019-1333_15FEB2019-1449.csv,8506_Tag95_15FEB2019-1333_15FEB2019-1449.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08FEB2019-15FEB2019/8506_Tag95_15FEB2019-1333_15FEB2019-1449_LB.csv,8506_Tag95_15FEB2019-1333_15FEB2019-1449_LB.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08FEB2019-15FEB2019/8508_Tag90_15FEB2019-1332_15FEB2019-1449.csv,8508_Tag90_15FEB2019-1332_15FEB2019-1449.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08FEB2019-15FEB2019/8508_Tag90_15FEB2019-1332_15FEB2019-1449_LB.csv,8508_Tag90_15FEB2019-1332_15FEB2019-1449_LB.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08FEB2019-15FEB2019/8508_Tag_08FEB2019-1308_15FEB2019-1338.csv,8508_Tag_08FEB2019-1308_15FEB2019-1338.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08FEB2019-15FEB2019/8508_Tag_08FEB2019-1308_15FEB2019-1338_LB.csv,8508_Tag_08FEB2019-1308_15FEB2019-1338_LB.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08FEB2019-15FEB2019/8510_Tag85_15FEB2019-1334_15FEB2019-1450.csv,8510_Tag85_15FEB2019-1334_15FEB2019-1450.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08FEB2019-15FEB2019/8510_Tag85_15FEB2019-1334_15FEB2019-1450_LB.csv,8510_Tag85_15FEB2019-1334_15FEB2019-1450_LB.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08FEB2019-15FEB2019/8510_Tag89_08FEB2019-1309_15FEB2019-1341.csv,8510_Tag89_08FEB2019-1309_15FEB2019-1341.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08FEB2019-15FEB2019/8510_Tag89_08FEB2019-1309_15FEB2019-1341_LB.csv,8510_Tag89_08FEB2019-1309_15FEB2019-1341_LB.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08MAR2019-15MAR2019/2047_Tag76_08MAR2019-1355_15MAR2019-1450.csv,2047_Tag76_08MAR2019-1355_15MAR2019-1450.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08MAR2019-15MAR2019/2047_Tag76_08MAR2019-1355_15MAR2019-1450_LB.csv,2047_Tag76_08MAR2019-1355_15MAR2019-1450_LB.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08MAR2019-15MAR2019/2056_Tag16_08MAR2019-1442_15MAR2019-1524.csv,2056_Tag16_08MAR2019-1442_15MAR2019-1524.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08MAR2019-15MAR2019/2056_Tag16_08MAR2019-1442_15MAR2019-1524_LB.csv,2056_Tag16_08MAR2019-1442_15MAR2019-1524_LB.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08MAR2019-15MAR2019/2063_Tag96_08MAR2019-1357_15MAR2019-1452.csv,2063_Tag96_08MAR2019-1357_15MAR2019-1452.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08MAR2019-15MAR2019/2063_Tag96_08MAR2019-1357_15MAR2019-1452_LB.csv,2063_Tag96_08MAR2019-1357_15MAR2019-1452_LB.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08MAR2019-15MAR2019/2069_Tag95_08MAR2019-1357_15MAR2019-1453.csv,2069_Tag95_08MAR2019-1357_15MAR2019-1453.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08MAR2019-15MAR2019/2069_Tag95_08MAR2019-1357_15MAR2019-1453_LB.csv,2069_Tag95_08MAR2019-1357_15MAR2019-1453_LB.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08MAR2019-15MAR2019/2081_Tag88_08MAR2019-1356_15MAR2019-1451.csv,2081_Tag88_08MAR2019-1356_15MAR2019-1451.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08MAR2019-15MAR2019/2081_Tag88_08MAR2019-1356_15MAR2019-1451_LB.csv,2081_Tag88_08MAR2019-1356_15MAR2019-1451_LB.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08MAR2019-15MAR2019/3437_Tag21_08MAR2019-1258_15MAR2019-1359.csv,3437_Tag21_08MAR2019-1258_15MAR2019-1359.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08MAR2019-15MAR2019/3437_Tag21_08MAR2019-1258_15MAR2019-1359_LB.csv,3437_Tag21_08MAR2019-1258_15MAR2019-1359_LB.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08MAR2019-15MAR2019/3443_Tag24_08MAR2019-1304_15MAR2019-1359.csv,3443_Tag24_08MAR2019-1304_15MAR2019-1359.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08MAR2019-15MAR2019/3443_Tag24_08MAR2019-1304_15MAR2019-1359_LB.csv,3443_Tag24_08MAR2019-1304_15MAR2019-1359_LB.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08MAR2019-15MAR2019/5221_Tag90_08MAR2019-1354_15MAR2019-1449.csv,5221_Tag90_08MAR2019-1354_15MAR2019-1449.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08MAR2019-15MAR2019/5221_Tag90_08MAR2019-1354_15MAR2019-1449_LB.csv,5221_Tag90_08MAR2019-1354_15MAR2019-1449_LB.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08MAR2019-15MAR2019/5246_Tag87_08MAR2019-1355_15MAR2019-1450.csv,5246_Tag87_08MAR2019-1355_15MAR2019-1450.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08MAR2019-15MAR2019/5246_Tag87_08MAR2019-1355_15MAR2019-1450_LB.csv,5246_Tag87_08MAR2019-1355_15MAR2019-1450_LB.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08MAR2019-15MAR2019/5250_Tag85_08MAR2019-1354_15MAR2019-1448.csv,5250_Tag85_08MAR2019-1354_15MAR2019-1448.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08MAR2019-15MAR2019/5250_Tag85_08MAR2019-1354_15MAR2019-1448_LB.csv,5250_Tag85_08MAR2019-1354_15MAR2019-1448_LB.csv,.csv,winter 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 week IceTags (per minute)/08MAR2019-15MAR2019/8500_Tag18_08MAR2019-1259_15MAR2019-1359.csv,8500_Tag18_08MAR2019-1259_15MAR2019-1359.csv,.csv,winter 2019,accelerometer_icetag,,,,,
