relative_path,filename,extension,season,source_type,sheet_count,sheet_names_preview,sample_sheet,sample_rows_preview,notes
Données completes/Données accelerometres/Fall 2019/Behavioral scans - Amir's lameness project.xlsx,Behavioral scans - Amir's lameness project.xlsx,.xlsx,fall 2019,behavior_scan,6,Code used | SCAN template | SCAN week 4 | SCAN week 5  | SCAN week 5.2 | Focus,Code used,"Distance Code | Distance Definition || C | touching/having contact with companion || N | within ""brushing"" distance of companion; within 1 cow-length distance",
Données completes/Données accelerometres/Fall 2019/HOBO data/Week_1/Control_1_2019-11-15 13_56_29 -0500.xlsx,Control_1_2019-11-15 13_56_29 -0500.xlsx,.xlsx,fall 2019,environment_hobo,3,DATA | Event Data | Details,DATA,"Plot Title: Inside Treatment 1 |  |  |  |  |  |  |  |  |  |  |  |  || # | Date Time, GMT -0500 | Temp, °C | Temp - Max, °C | Temp - Min, °C | Temp - Avg, °C | Temp - StdDev, °C | RH, % | RH - Max, % | RH - Min, % | RH - Avg, % | RH - StdDev, % | DewPt, °C || 1 | 2019-11-14 14:09:04 | 13.253447265624999 | 13.253447265624999 | 13.253447265624999 | 13.253447265624999 | 0 | 50.14724956130312 | 50.14724956130312 | 50.14724956130312 | 50.14724956130312 | 0 | 3.1083963673906303",
Données completes/Données accelerometres/Fall 2019/HOBO data/Week_1/Control_2_2019-11-15 14_00_19 -0500.xlsx,Control_2_2019-11-15 14_00_19 -0500.xlsx,.xlsx,fall 2019,environment_hobo,3,DATA | Event Data | Details,DATA,"Plot Title: Inside Control || # | Date Time, GMT -0500 | Temp, °C | Temp - Max, °C | Temp - Min, °C | Temp - Avg, °C | Temp - StdDev, °C | RH, % | RH - Max, % | RH - Min, % | RH - Avg, % | RH - StdDev, % | DewPt, °C || 1 | 2019-11-11 19:07:19 | 12.642116699218747 | 12.642116699218747 | 12.642116699218747 | 12.642116699218747 | 0.0 | 52.07751583123522 | 52.07751583123522 | 52.07751583123522 | 52.07751583123522 | 0.0 | 3.0768278956344832",
Données completes/Données accelerometres/Fall 2019/HOBO data/Week_1/Treatment_1_2019-11-15 13_39_33 -0500.xlsx,Treatment_1_2019-11-15 13_39_33 -0500.xlsx,.xlsx,fall 2019,environment_hobo,3,DATA | Event Data | Details,DATA,"Plot Title: Inside Control 2 |  |  |  |  |  |  |  |  |  |  |  |  || # | Date Time, GMT -0500 | Temp, °C | Temp - Max, °C | Temp - Min, °C | Temp - Avg, °C | Temp - StdDev, °C | RH, % | RH - Max, % | RH - Min, % | RH - Avg, % | RH - StdDev, % | DewPt, °C || 1 | 2019-11-14 14:07:37 | 15.34484130859375 | 15.34484130859375 | 15.34484130859375 | 15.34484130859375 | 0 | 45.024795910582135 | 45.024795910582135 | 45.024795910582135 | 45.024795910582135 | 0 | 3.499527457723284",
Données completes/Données accelerometres/Fall 2019/HOBO data/Week_1/Treatment_2_2019-11-15 14_02_20 -0500.xlsx,Treatment_2_2019-11-15 14_02_20 -0500.xlsx,.xlsx,fall 2019,environment_hobo,3,DATA | Event Data | Details,DATA,"Plot Title: Inside Treatment  || # | Date Time, GMT -0500 | Temp, °C | Temp - Max, °C | Temp - Min, °C | Temp - Avg, °C | Temp - StdDev, °C | RH, % | RH - Max, % | RH - Min, % | RH - Avg, % | RH - StdDev, % | DewPt, °C || 1 | 2019-11-11 19:08:41 | 11.365830078125 | 11.365830078125 | 11.365830078125 | 11.365830078125 | 0.0 | 54.425879301136796 | 54.425879301136796 | 54.425879301136796 | 54.425879301136796 | 0.0 | 2.5126093193775456",
Données completes/Données accelerometres/Fall 2019/HOBO data/Week_2/Control 1 2019-11-21 13_35_21 -0500.xlsx,Control 1 2019-11-21 13_35_21 -0500.xlsx,.xlsx,fall 2019,environment_hobo,3,DATA | Event Data | Details,DATA,"Plot Title: Control 1 || # | Date Time, GMT -0500 | Temp, °C | Temp - Max, °C | Temp - Min, °C | Temp - Avg, °C | Temp - StdDev, °C | RH, % | RH - Max, % | RH - Min, % | RH - Avg, % | RH - StdDev, % | DewPt, °C || 1 | 2019-11-15 13:56:50 | 12.223837890625 | 12.223837890625 | 12.223837890625 | 12.223837890625 | 0.0 | 51.75860227359426 | 51.75860227359426 | 51.75860227359426 | 51.75860227359426 | 0.0 | 2.602868199033455",
Données completes/Données accelerometres/Fall 2019/HOBO data/Week_2/Control 2 2019-11-21 13_37_47 -0500.xlsx,Control 2 2019-11-21 13_37_47 -0500.xlsx,.xlsx,fall 2019,environment_hobo,3,DATA | Event Data | Details,DATA,"Plot Title: Control 2 || # | Date Time, GMT -0500 | Temp, °C | Temp - Max, °C | Temp - Min, °C | Temp - Avg, °C | Temp - StdDev, °C | RH, % | RH - Max, % | RH - Min, % | RH - Avg, % | RH - StdDev, % | DewPt, °C || 1 | 2019-11-15 14:00:45 | 12.674291992187499 | 12.674291992187499 | 12.674291992187499 | 12.674291992187499 | 0.0 | 53.466086823834594 | 53.466086823834594 | 53.466086823834594 | 53.466086823834594 | 0.0 | 3.4789203124772086",
Données completes/Données accelerometres/Fall 2019/HOBO data/Week_2/Treatment 1 2019-11-21 13_36_36 -0500.xlsx,Treatment 1 2019-11-21 13_36_36 -0500.xlsx,.xlsx,fall 2019,environment_hobo,3,DATA | Event Data | Details,DATA,"Plot Title: Treatment 1 || # | Date Time, GMT -0500 | Temp, °C | Temp - Max, °C | Temp - Min, °C | Temp - Avg, °C | Temp - StdDev, °C | RH, % | RH - Max, % | RH - Min, % | RH - Avg, % | RH - StdDev, % | DewPt, °C || 1 | 2019-11-15 13:40:13 | 13.478674316406249 | 13.478674316406249 | 13.478674316406249 | 13.478674316406249 | 0.0 | 51.48699168383307 | 51.48699168383307 | 51.48699168383307 | 51.48699168383307 | 0.0 | 3.6897392746399014",
Données completes/Données accelerometres/Fall 2019/HOBO data/Week_2/Treatment 2 2019-11-21 13_40_37 -0500.xlsx,Treatment 2 2019-11-21 13_40_37 -0500.xlsx,.xlsx,fall 2019,environment_hobo,3,DATA | Event Data | Details,DATA,"Plot Title: Treatment 2 || # | Date Time, GMT -0500 | Temp, °C | Temp - Max, °C | Temp - Min, °C | Temp - Avg, °C | Temp - StdDev, °C | RH, % | RH - Max, % | RH - Min, % | RH - Avg, % | RH - StdDev, % | DewPt, °C || 1 | 2019-11-15 14:02:50 | 11.784108886718748 | 11.784108886718748 | 11.784108886718748 | 11.784108886718748 | 0.0 | 55.297169451438165 | 55.297169451438165 | 55.297169451438165 | 55.297169451438165 | 0.0 | 3.126411311472019",
Données completes/Données accelerometres/Fall 2019/HOBO data/Week_3/Control 1 2019-11-29 08_10_40 -0500.xlsx,Control 1 2019-11-29 08_10_40 -0500.xlsx,.xlsx,fall 2019,environment_hobo,3,DATA | Event Data | Details,DATA,"Plot Title: Control 1 || # | Date Time, GMT -0500 | Temp, °C | Temp - Max, °C | Temp - Min, °C | Temp - Avg, °C | Temp - StdDev, °C | RH, % | RH - Max, % | RH - Min, % | RH - Avg, % | RH - StdDev, % | DewPt, °C || 1 | 2019-11-21 13:35:38 | 15.130339355468749 | 15.130339355468749 | 15.130339355468749 | 15.130339355468749 | 0.0 | 61.229877164873734 | 61.229877164873734 | 61.229877164873734 | 61.229877164873734 | 0.0 | 7.734016375833815",
Données completes/Données accelerometres/Fall 2019/HOBO data/Week_3/Control 2 2019-11-29 08_11_54 -0500.xlsx,Control 2 2019-11-29 08_11_54 -0500.xlsx,.xlsx,fall 2019,environment_hobo,3,DATA | Event Data | Details,DATA,"Plot Title: Control 2 || # | Date Time, GMT -0500 | Temp, °C | Temp - Max, °C | Temp - Min, °C | Temp - Avg, °C | Temp - StdDev, °C | RH, % | RH - Max, % | RH - Min, % | RH - Avg, % | RH - StdDev, % | DewPt, °C || 1 | 2019-11-21 13:39:13 | 16.138498535156245 | 16.138498535156245 | 16.138498535156245 | 16.138498535156245 | 0.0 | 59.33928435187305 | 59.33928435187305 | 59.33928435187305 | 59.33928435187305 | 0.0 | 8.222381219831407",
Données completes/Données accelerometres/Fall 2019/HOBO data/Week_3/Treatment 1 2019-11-29 08_13_03 -0500.xlsx,Treatment 1 2019-11-29 08_13_03 -0500.xlsx,.xlsx,fall 2019,environment_hobo,3,DATA | Event Data | Details,DATA,"Plot Title: Treatment 1 || # | Date Time, GMT -0500 | Temp, °C | Temp - Max, °C | Temp - Min, °C | Temp - Avg, °C | Temp - StdDev, °C | RH, % | RH - Max, % | RH - Min, % | RH - Avg, % | RH - StdDev, % | DewPt, °C || 1 | 2019-11-21 13:36:45 | 16.0205224609375 | 16.0205224609375 | 16.0205224609375 | 16.0205224609375 | 0.0 | 59.67193102922103 | 59.67193102922103 | 59.67193102922103 | 59.67193102922103 | 0.0 | 8.193798664693215",
Données completes/Données accelerometres/Fall 2019/HOBO data/Week_3/Treatment 2 2019-11-29 08_14_14 -0500.xlsx,Treatment 2 2019-11-29 08_14_14 -0500.xlsx,.xlsx,fall 2019,environment_hobo,3,DATA | Event Data | Details,DATA,"Plot Title: Treatment 2 || # | Date Time, GMT -0500 | Temp, °C | Temp - Max, °C | Temp - Min, °C | Temp - Avg, °C | Temp - StdDev, °C | RH, % | RH - Max, % | RH - Min, % | RH - Avg, % | RH - StdDev, % | DewPt, °C || 1 | 2019-11-21 13:40:42 | 15.591518554687497 | 15.591518554687497 | 15.591518554687497 | 15.591518554687497 | 0.0 | 63.5538261997406 | 63.5538261997406 | 63.5538261997406 | 63.5538261997406 | 0.0 | 8.719010699016595",
Données completes/Données accelerometres/Fall 2019/HOBO data/Week_4/Control 1 2019-12-06 13_31_53 -0500.xlsx,Control 1 2019-12-06 13_31_53 -0500.xlsx,.xlsx,fall 2019,environment_hobo,3,DATA | Event Data | Details,DATA,"Plot Title: Control 1 || # | Date Time, GMT -0500 | Temp, °C | Temp - Max, °C | Temp - Min, °C | Temp - Avg, °C | Temp - StdDev, °C | RH, % | RH - Max, % | RH - Min, % | RH - Avg, % | RH - StdDev, % | DewPt, °C || 1 | 2019-11-29 08:10:48 | 13.253447265624999 | 13.253447265624999 | 13.253447265624999 | 13.253447265624999 | 0.0 | 64.09399557488365 | 64.09399557488365 | 64.09399557488365 | 64.09399557488365 | 0.0 | 6.625364607902281",
Données completes/Données accelerometres/Fall 2019/HOBO data/Week_4/Control 2 2019-12-06 13_33_00 -0500.xlsx,Control 2 2019-12-06 13_33_00 -0500.xlsx,.xlsx,fall 2019,environment_hobo,3,DATA | Event Data | Details,DATA,"Plot Title: Control 2 || # | Date Time, GMT -0500 | Temp, °C | Temp - Max, °C | Temp - Min, °C | Temp - Avg, °C | Temp - StdDev, °C | RH, % | RH - Max, % | RH - Min, % | RH - Avg, % | RH - StdDev, % | DewPt, °C || 1 | 2019-11-29 08:12:01 | 14.293781738281247 | 14.293781738281247 | 14.293781738281247 | 14.293781738281247 | 0.0 | 59.61394674601358 | 59.61394674601358 | 59.61394674601358 | 59.61394674601358 | 0.0 | 6.555150243066497",
Données completes/Données accelerometres/Fall 2019/HOBO data/Week_4/Treatment 1 2019-12-06 13_34_06 -0500.xlsx,Treatment 1 2019-12-06 13_34_06 -0500.xlsx,.xlsx,fall 2019,environment_hobo,3,DATA | Event Data | Details,DATA,"Plot Title: Treatment 1 || # | Date Time, GMT -0500 | Temp, °C | Temp - Max, °C | Temp - Min, °C | Temp - Avg, °C | Temp - StdDev, °C | RH, % | RH - Max, % | RH - Min, % | RH - Avg, % | RH - StdDev, % | DewPt, °C || 1 | 2019-11-29 08:13:09 | 13.339248046875 | 13.339248046875 | 13.339248046875 | 13.339248046875 | 0.0 | 61.38857099259938 | 61.38857099259938 | 61.38857099259938 | 61.38857099259938 | 0.0 | 6.080862610870994",
Données completes/Données accelerometres/Fall 2019/HOBO data/Week_4/Treatment 2 2019-12-06 13_35_09 -0500.xlsx,Treatment 2 2019-12-06 13_35_09 -0500.xlsx,.xlsx,fall 2019,environment_hobo,3,DATA | Event Data | Details,DATA,"Plot Title: Treatment 2 || # | Date Time, GMT -0500 | Temp, °C | Temp - Max, °C | Temp - Min, °C | Temp - Avg, °C | Temp - StdDev, °C | RH, % | RH - Max, % | RH - Min, % | RH - Avg, % | RH - StdDev, % | DewPt, °C || 1 | 2019-11-29 08:14:31 | 12.49196533203125 | 12.49196533203125 | 12.49196533203125 | 12.49196533203125 | 0.0 | 56.04333562218662 | 56.04333562218662 | 56.04333562218662 | 56.04333562218662 | 0.0 | 3.9774638532397706",
Données completes/Données accelerometres/Fall 2019/HOBO data/Week_5/Control 1 2019-12-13 10_26_38 -0500.xlsx,Control 1 2019-12-13 10_26_38 -0500.xlsx,.xlsx,fall 2019,environment_hobo,3,DATA | Event Data | Details,DATA,"Plot Title: Control 1 || # | Date Time, GMT -0500 | Temp, °C | Temp - Max, °C | Temp - Min, °C | Temp - Avg, °C | Temp - StdDev, °C | RH, % | RH - Max, % | RH - Min, % | RH - Avg, % | RH - StdDev, % | DewPt, °C || 1 | 2019-12-06 13:32:03 | 14.175805664062501 | 14.175805664062501 | 14.175805664062501 | 14.175805664062501 | 0.0 | 58.93186846723125 | 58.93186846723125 | 58.93186846723125 | 58.93186846723125 | 0.0 | 6.277169733774917",
Données completes/Données accelerometres/Fall 2019/HOBO data/Week_5/Control 2 2019-12-13 10_27_33 -0500.xlsx,Control 2 2019-12-13 10_27_33 -0500.xlsx,.xlsx,fall 2019,environment_hobo,3,DATA | Event Data | Details,DATA,"Plot Title: Control 2 || # | Date Time, GMT -0500 | Temp, °C | Temp - Max, °C | Temp - Min, °C | Temp - Avg, °C | Temp - StdDev, °C | RH, % | RH - Max, % | RH - Min, % | RH - Avg, % | RH - StdDev, % | DewPt, °C || 1 | 2019-12-06 13:33:07 | 15.43064208984375 | 15.43064208984375 | 15.43064208984375 | 15.43064208984375 | 0.0 | 54.25345235370413 | 54.25345235370413 | 54.25345235370413 | 54.25345235370413 | 0.0 | 6.251009002847122",
Données completes/Données accelerometres/Fall 2019/HOBO data/Week_5/Treatment 1 2019-12-13 10_21_44 -0500.xlsx,Treatment 1 2019-12-13 10_21_44 -0500.xlsx,.xlsx,fall 2019,environment_hobo,3,DATA | Event Data | Details,DATA,"Plot Title: Treatment 1 || # | Date Time, GMT -0500 | Temp, °C | Temp - Max, °C | Temp - Min, °C | Temp - Avg, °C | Temp - StdDev, °C | RH, % | RH - Max, % | RH - Min, % | RH - Avg, % | RH - StdDev, % | DewPt, °C || 1 | 2019-12-06 13:34:12 | 14.89438720703125 | 14.89438720703125 | 14.89438720703125 | 14.89438720703125 | 0.0 | 54.843976501106276 | 54.843976501106276 | 54.843976501106276 | 54.843976501106276 | 0.0 | 5.908588279836146",
Données completes/Données accelerometres/Fall 2019/HOBO data/Week_5/Treatment 2 2019-12-13 10_23_24 -0500.xlsx,Treatment 2 2019-12-13 10_23_24 -0500.xlsx,.xlsx,fall 2019,environment_hobo,3,DATA | Event Data | Details,DATA,"Plot Title: Treatment 2 |  |  |  |  |  |  |  |  |  |  |  |  || # | Date Time, GMT -0500 | Temp, °C | Temp - Max, °C | Temp - Min, °C | Temp - Avg, °C | Temp - StdDev, °C | RH, % | RH - Max, % | RH - Min, % | RH - Avg, % | RH - StdDev, % | DewPt, °C || 1 | 2019-12-06 13:35:14 | 14.701335449218746 | 14.701335449218746 | 14.701335449218746 | 14.701335449218746 | 0 | 55.94262607766842 | 55.94262607766842 | 55.94262607766842 | 55.94262607766842 | 0 | 6.01540997238016",
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/@IceTag_Compiled_Lameness.xlsx,@IceTag_Compiled_Lameness.xlsx,.xlsx,fall 2019,accelerometer_icetag,30,821 | 2041 | 2057 | 2062 | 2063 | 2066 | 2078 | 2081,821,Cow | Block | Treatment | Week | Date | Time | Motion Index | Standing [t] | Lying [t] | Steps | Lying Bouts || 821 |  |  |  | 2019-11-11 00:00:00 | 18:43:48 | 0 | 00:00:00 | 00:00:12 | 0 | 0 || 821 |  |  |  | 2019-11-11 00:00:00 | 18:44:00 | 4 | 00:00:00 | 00:01:00 | 0 | 0,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/AllinOne_IceTag_Compiled_Lameness+LB.xlsx,AllinOne_IceTag_Compiled_Lameness+LB.xlsx,.xlsx,fall 2019,accelerometer_icetag,30,5871 | 5865 | 5857 | 5327 | 2062 | 2041 | 5854 | 5870,5871,CowID | Start Date | Start Time | End Date | End Time | Duration | Second || 5871 | 2019-11-11 00:00:00 | 18:43:43 | 2019-11-11 00:00:00 | 19:16:20 | 00:32:37 | 1957 || 5871 | 2019-11-11 00:00:00 | 19:48:53 | 2019-11-11 00:00:00 | 20:18:59 | 00:30:06 | 1806,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/AllinOne_IceTag_Compiled_Lameness.xlsx,AllinOne_IceTag_Compiled_Lameness.xlsx,.xlsx,fall 2019,accelerometer_icetag,8,Sheet4 | Summary | Summary_NoWeekend | Summary_NoWkEnd_NoWeird | Sheet2 | Compiled_LB | Compiled_1 | Compiled_2,Sheet4,Row Labels | Average of LT | Average of LB | Average of STEP || C | 758.1894774011297 | 12.30084745762712 | 537.2966101694915 || T | 785.7393055555552 | 11.454166666666667 | 694.7645833333333,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group1_Wk1_05NOV2019-18NOV2019/8517_Tag161_05NOV2019-1847_18NOV2019-1128.csv,8517_Tag161_05NOV2019-1847_18NOV2019-1128.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group1_Wk1_05NOV2019-18NOV2019/8517_Tag161_05NOV2019-1847_18NOV2019-1128_LB.csv,8517_Tag161_05NOV2019-1847_18NOV2019-1128_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group1_Wk1_05NOV2019-18NOV2019/8525_Tag167_05NOV2019-1921_18NOV2019-1133.csv,8525_Tag167_05NOV2019-1921_18NOV2019-1133.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group1_Wk1_05NOV2019-18NOV2019/8525_Tag167_05NOV2019-1921_18NOV2019-1133_LB.csv,8525_Tag167_05NOV2019-1921_18NOV2019-1133_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group1_Wk1_05NOV2019-18NOV2019/8526_Tag86_05NOV2019-1847_18NOV2019-1133.csv,8526_Tag86_05NOV2019-1847_18NOV2019-1133.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group1_Wk1_05NOV2019-18NOV2019/8526_Tag86_05NOV2019-1847_18NOV2019-1133_LB.csv,8526_Tag86_05NOV2019-1847_18NOV2019-1133_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group1_Wk1_05NOV2019-18NOV2019/8527_Tag93_05NOV2019-1847_18NOV2019-1127.csv,8527_Tag93_05NOV2019-1847_18NOV2019-1127.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group1_Wk1_05NOV2019-18NOV2019/8527_Tag93_05NOV2019-1847_18NOV2019-1127_LB.csv,8527_Tag93_05NOV2019-1847_18NOV2019-1127_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group1_Wk1_05NOV2019-18NOV2019/8531_Tag163_05NOV2019-1922_18NOV2019-1133.csv,8531_Tag163_05NOV2019-1922_18NOV2019-1133.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group1_Wk1_05NOV2019-18NOV2019/8531_Tag163_05NOV2019-1922_18NOV2019-1133_LB.csv,8531_Tag163_05NOV2019-1922_18NOV2019-1133_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group1_Wk1_05NOV2019-18NOV2019/8536_Tag158_05NOV2019-1921_18NOV2019-1133.csv,8536_Tag158_05NOV2019-1921_18NOV2019-1133.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group1_Wk1_05NOV2019-18NOV2019/8536_Tag158_05NOV2019-1921_18NOV2019-1133_LB.csv,8536_Tag158_05NOV2019-1921_18NOV2019-1133_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group1_Wk2_18NOV2019-25NOV2019/8517_Tag175_18NOV2019-1127_25NOV2019-1151.csv,8517_Tag175_18NOV2019-1127_25NOV2019-1151.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group1_Wk2_18NOV2019-25NOV2019/8517_Tag175_18NOV2019-1127_25NOV2019-1151_LB.csv,8517_Tag175_18NOV2019-1127_25NOV2019-1151_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group1_Wk2_18NOV2019-25NOV2019/8525_Tag180_18NOV2019-1131_25NOV2019-1149.csv,8525_Tag180_18NOV2019-1131_25NOV2019-1149.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group1_Wk2_18NOV2019-25NOV2019/8525_Tag180_18NOV2019-1131_25NOV2019-1149_LB.csv,8525_Tag180_18NOV2019-1131_25NOV2019-1149_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group1_Wk2_18NOV2019-25NOV2019/8526_Tag177_18NOV2019-1131_25NOV2019-1151.csv,8526_Tag177_18NOV2019-1131_25NOV2019-1151.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group1_Wk2_18NOV2019-25NOV2019/8526_Tag177_18NOV2019-1131_25NOV2019-1151_LB.csv,8526_Tag177_18NOV2019-1131_25NOV2019-1151_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group1_Wk2_18NOV2019-25NOV2019/8527_Tag173_18NOV2019-1126_25NOV2019-1150.csv,8527_Tag173_18NOV2019-1126_25NOV2019-1150.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group1_Wk2_18NOV2019-25NOV2019/8527_Tag173_18NOV2019-1126_25NOV2019-1150_LB.csv,8527_Tag173_18NOV2019-1126_25NOV2019-1150_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group1_Wk2_18NOV2019-25NOV2019/8531_Tag164_18NOV2019-1130_25NOV2019-1149.csv,8531_Tag164_18NOV2019-1130_25NOV2019-1149.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group1_Wk2_18NOV2019-25NOV2019/8531_Tag164_18NOV2019-1130_25NOV2019-1149_LB.csv,8531_Tag164_18NOV2019-1130_25NOV2019-1149_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group1_Wk2_18NOV2019-25NOV2019/8536_Tag171_18NOV2019-1132_25NOV2019-1149.csv,8536_Tag171_18NOV2019-1132_25NOV2019-1149.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group1_Wk2_18NOV2019-25NOV2019/8536_Tag171_18NOV2019-1132_25NOV2019-1149_LB.csv,8536_Tag171_18NOV2019-1132_25NOV2019-1149_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group1_Wk3_25Nov2019-02DEC2019/8517_Tag160_25NOV2019-1144_02DEC2019-1131.csv,8517_Tag160_25NOV2019-1144_02DEC2019-1131.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group1_Wk3_25Nov2019-02DEC2019/8517_Tag160_25NOV2019-1144_02DEC2019-1131_LB.csv,8517_Tag160_25NOV2019-1144_02DEC2019-1131_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group1_Wk3_25Nov2019-02DEC2019/8525_Tag165_25NOV2019-1148_02DEC2019-1140.csv,8525_Tag165_25NOV2019-1148_02DEC2019-1140.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group1_Wk3_25Nov2019-02DEC2019/8525_Tag165_25NOV2019-1148_02DEC2019-1140_LB.csv,8525_Tag165_25NOV2019-1148_02DEC2019-1140_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group1_Wk3_25Nov2019-02DEC2019/8526_Tag179_25NOV2019-1145_02DEC2019-1131.csv,8526_Tag179_25NOV2019-1145_02DEC2019-1131.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group1_Wk3_25Nov2019-02DEC2019/8526_Tag179_25NOV2019-1145_02DEC2019-1131_LB.csv,8526_Tag179_25NOV2019-1145_02DEC2019-1131_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group1_Wk3_25Nov2019-02DEC2019/8527_Tag91_25NOV2019-1143_02DEC2019-1131.csv,8527_Tag91_25NOV2019-1143_02DEC2019-1131.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group1_Wk3_25Nov2019-02DEC2019/8527_Tag91_25NOV2019-1143_02DEC2019-1131_LB.csv,8527_Tag91_25NOV2019-1143_02DEC2019-1131_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group1_Wk3_25Nov2019-02DEC2019/8531_Tag97_25NOV2019-1148_02DEC2019-1140.csv,8531_Tag97_25NOV2019-1148_02DEC2019-1140.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group1_Wk3_25Nov2019-02DEC2019/8531_Tag97_25NOV2019-1148_02DEC2019-1140_LB.csv,8531_Tag97_25NOV2019-1148_02DEC2019-1140_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group1_Wk3_25Nov2019-02DEC2019/8536_Tag176_25NOV2019-1148_02DEC2019-1141.csv,8536_Tag176_25NOV2019-1148_02DEC2019-1141.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group1_Wk3_25Nov2019-02DEC2019/8536_Tag176_25NOV2019-1148_02DEC2019-1141_LB.csv,8536_Tag176_25NOV2019-1148_02DEC2019-1141_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group3_Wk1_05NOV2019-19NOV2019/2078_Tag172_05NOV2019-1922_19NOV2019-1205.csv,2078_Tag172_05NOV2019-1922_19NOV2019-1205.csv,.csv,fall 2019,accelerometer_icetag,,,,,
