Cow_ID,n_obs,mean_steps_per_hour,mean_behavior_score,mean_pct_active_mobile,mean_pct_immobile,mean_distance_index
3437,5,157.9,0.29833333333333334,0.15333333333333335,0.33333333333333337,0.42333333333333334
2056,6,125.16666666666667,0.2111111111111111,0.03333333333333333,0.36111111111111116,0.6166666666666667
5250,5,111.8,0.16333333333333333,0.04,0.5066666666666666,0.6566666666666666
3443,6,106.58333333333333,0.25277777777777777,0.049999999999999996,0.22777777777777777,0.5194444444444445
8508,5,84.4,0.2916666666666667,0.10666666666666666,0.21333333333333332,0.41
8510,6,83.75,0.24444444444444446,0.05555555555555556,0.2333333333333333,0.5499999999999999
2081,6,79.33333333333333,0.25833333333333336,0.08333333333333333,0.31666666666666665,0.5166666666666667
5246,3,49.666666666666664,0.20555555555555557,0.011111111111111112,0.3111111111111111,0.5833333333333334
