Cow,Start,End,Steps,Motion Index,Lying Time,Standing Time,Transitions,Transitions Up,Transitions Down
2062,2019-06-18 15:30:00,2019-06-18 15:45:00,3,5,0:10:12,0:04:48,0,0,0
2062,2019-06-18 15:45:00,2019-06-18 16:00:00,14,19,0:00:00,0:15:00,0,0,0
2062,2019-06-18 16:00:00,2019-06-18 16:15:00,13,24,0:00:00,0:15:00,0,0,0
2062,2019-06-18 16:15:00,2019-06-18 16:30:00,15,27,0:04:43,0:10:17,1,0,1
2062,2019-06-18 16:30:00,2019-06-18 16:45:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-18 16:45:00,2019-06-18 17:00:00,3,15,0:08:36,0:06:24,0,0,0
2062,2019-06-18 17:00:00,2019-06-18 17:15:00,9,18,0:00:01,0:14:59,1,0,1
2062,2019-06-18 17:15:00,2019-06-18 17:30:00,19,31,0:00:00,0:15:00,0,0,0
2062,2019-06-18 17:30:00,2019-06-18 17:45:00,13,20,0:00:00,0:15:00,0,0,0
2062,2019-06-18 17:45:00,2019-06-18 18:00:00,6,9,0:00:07,0:14:53,1,0,1
2062,2019-06-18 18:00:00,2019-06-18 18:15:00,6,12,0:10:21,0:04:39,1,0,1
2062,2019-06-18 18:15:00,2019-06-18 18:30:00,0,2,0:15:00,0:00:00,0,0,0
2062,2019-06-18 18:30:00,2019-06-18 18:45:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-18 18:45:00,2019-06-18 19:00:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-18 19:00:00,2019-06-18 19:15:00,15,30,0:04:07,0:10:53,0,0,0
2062,2019-06-18 19:15:00,2019-06-18 19:30:00,15,26,0:00:00,0:15:00,0,0,0
2062,2019-06-18 19:30:00,2019-06-18 19:45:00,12,21,0:00:15,0:14:45,1,0,1
2062,2019-06-18 19:45:00,2019-06-18 20:00:00,12,16,0:00:00,0:15:00,0,0,0
2062,2019-06-18 20:00:00,2019-06-18 20:15:00,14,17,0:00:00,0:15:00,0,0,0
2062,2019-06-18 20:15:00,2019-06-18 20:30:00,9,10,0:00:00,0:15:00,0,0,0
2062,2019-06-18 20:30:00,2019-06-18 20:45:00,13,29,0:02:31,0:12:29,2,1,1
2062,2019-06-18 20:45:00,2019-06-18 21:00:00,0,1,0:15:00,0:00:00,0,0,0
2062,2019-06-18 21:00:00,2019-06-18 21:15:00,10,20,0:02:42,0:12:18,2,1,1
2062,2019-06-18 21:15:00,2019-06-18 21:30:00,11,24,0:03:50,0:11:10,1,0,1
2062,2019-06-18 21:30:00,2019-06-18 21:45:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-18 21:45:00,2019-06-18 22:00:00,0,3,0:15:00,0:00:00,0,0,0
2062,2019-06-18 22:00:00,2019-06-18 22:15:00,0,8,0:15:00,0:00:00,0,0,0
2062,2019-06-18 22:15:00,2019-06-18 22:30:00,6,19,0:05:45,0:09:15,0,0,0
2062,2019-06-18 22:30:00,2019-06-18 22:45:00,8,7,0:12:29,0:02:31,1,0,1
2062,2019-06-18 22:45:00,2019-06-18 23:00:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-18 23:00:00,2019-06-18 23:15:00,0,14,0:13:11,0:01:49,1,0,1
2062,2019-06-18 23:15:00,2019-06-18 23:30:00,14,14,0:00:00,0:15:00,0,0,0
2062,2019-06-18 23:30:00,2019-06-18 23:45:00,0,8,0:13:19,0:01:41,1,0,1
2062,2019-06-18 23:45:00,2019-06-19 00:00:00,2,7,0:13:23,0:01:37,0,0,0
2062,2019-06-19 00:00:00,2019-06-19 00:15:00,8,13,0:05:41,0:09:19,1,0,1
2062,2019-06-19 00:15:00,2019-06-19 00:30:00,0,2,0:15:00,0:00:00,0,0,0
2062,2019-06-19 00:30:00,2019-06-19 00:45:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-19 00:45:00,2019-06-19 01:00:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-19 01:00:00,2019-06-19 01:15:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-19 01:15:00,2019-06-19 01:30:00,0,8,0:11:26,0:03:34,0,0,0
2062,2019-06-19 01:30:00,2019-06-19 01:45:00,2,9,0:14:34,0:00:26,3,1,2
2062,2019-06-19 01:45:00,2019-06-19 02:00:00,0,9,0:15:00,0:00:00,0,0,0
2062,2019-06-19 02:00:00,2019-06-19 02:15:00,0,2,0:15:00,0:00:00,0,0,0
2062,2019-06-19 02:15:00,2019-06-19 02:30:00,0,2,0:15:00,0:00:00,0,0,0
2062,2019-06-19 02:30:00,2019-06-19 02:45:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-19 02:45:00,2019-06-19 03:00:00,0,2,0:15:00,0:00:00,0,0,0
2062,2019-06-19 03:00:00,2019-06-19 03:15:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-19 03:15:00,2019-06-19 03:30:00,2,15,0:09:52,0:05:08,0,0,0
2062,2019-06-19 03:30:00,2019-06-19 03:45:00,2,14,0:14:48,0:00:12,1,0,1
2062,2019-06-19 03:45:00,2019-06-19 04:00:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-19 04:00:00,2019-06-19 04:15:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-19 04:15:00,2019-06-19 04:30:00,0,1,0:15:00,0:00:00,0,0,0
2062,2019-06-19 04:30:00,2019-06-19 04:45:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-19 04:45:00,2019-06-19 05:00:00,11,33,0:05:59,0:09:01,1,0,1
2062,2019-06-19 05:00:00,2019-06-19 05:15:00,0,4,0:15:00,0:00:00,0,0,0
2062,2019-06-19 05:15:00,2019-06-19 05:30:00,6,16,0:06:16,0:08:44,0,0,0
2062,2019-06-19 05:30:00,2019-06-19 05:45:00,17,16,0:00:00,0:15:00,0,0,0
2062,2019-06-19 05:45:00,2019-06-19 06:00:00,5,8,0:00:00,0:15:00,0,0,0
2062,2019-06-19 06:00:00,2019-06-19 06:15:00,4,5,0:00:01,0:14:59,1,0,1
2062,2019-06-19 06:15:00,2019-06-19 06:30:00,10,12,0:00:00,0:15:00,0,0,0
2062,2019-06-19 06:30:00,2019-06-19 06:45:00,10,13,0:00:13,0:14:47,1,0,1
2062,2019-06-19 06:45:00,2019-06-19 07:00:00,16,30,0:02:54,0:12:06,1,0,1
2062,2019-06-19 07:00:00,2019-06-19 07:15:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-19 07:15:00,2019-06-19 07:30:00,0,6,0:15:00,0:00:00,0,0,0
2062,2019-06-19 07:30:00,2019-06-19 07:45:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-19 07:45:00,2019-06-19 08:00:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-19 08:00:00,2019-06-19 08:15:00,13,37,0:02:49,0:12:11,3,1,2
2062,2019-06-19 08:15:00,2019-06-19 08:30:00,4,14,0:00:00,0:15:00,0,0,0
2062,2019-06-19 08:30:00,2019-06-19 08:45:00,16,24,0:00:00,0:15:00,0,0,0
2062,2019-06-19 08:45:00,2019-06-19 09:00:00,1,8,0:13:46,0:01:14,1,0,1
2062,2019-06-19 09:00:00,2019-06-19 09:15:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-19 09:15:00,2019-06-19 09:30:00,7,20,0:08:07,0:06:53,0,0,0
2062,2019-06-19 09:30:00,2019-06-19 09:45:00,14,17,0:00:00,0:15:00,0,0,0
2062,2019-06-19 09:45:00,2019-06-19 10:00:00,5,9,0:00:00,0:15:00,0,0,0
2062,2019-06-19 10:00:00,2019-06-19 10:15:00,16,19,0:00:00,0:15:00,0,0,0
2062,2019-06-19 10:15:00,2019-06-19 10:30:00,9,24,0:04:42,0:10:18,2,1,1
2062,2019-06-19 10:30:00,2019-06-19 10:45:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-19 10:45:00,2019-06-19 11:00:00,10,24,0:02:59,0:12:01,0,0,0
2062,2019-06-19 11:00:00,2019-06-19 11:15:00,11,18,0:00:00,0:15:00,0,0,0
2062,2019-06-19 11:15:00,2019-06-19 11:30:00,17,20,0:00:00,0:15:00,0,0,0
2062,2019-06-19 11:30:00,2019-06-19 11:45:00,12,20,0:00:07,0:14:53,1,0,1
2062,2019-06-19 11:45:00,2019-06-19 12:00:00,30,63,0:00:01,0:14:59,1,0,1
2062,2019-06-19 12:00:00,2019-06-19 12:15:00,20,60,0:00:15,0:14:45,1,0,1
2062,2019-06-19 12:15:00,2019-06-19 12:30:00,6,10,0:00:00,0:15:00,0,0,0
2062,2019-06-19 12:30:00,2019-06-19 12:45:00,16,29,0:00:18,0:14:42,2,1,1
2062,2019-06-19 12:45:00,2019-06-19 13:00:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-19 13:00:00,2019-06-19 13:15:00,0,11,0:15:00,0:00:00,0,0,0
2062,2019-06-19 13:15:00,2019-06-19 13:30:00,0,8,0:15:00,0:00:00,0,0,0
2062,2019-06-19 13:30:00,2019-06-19 13:45:00,0,6,0:15:00,0:00:00,0,0,0
2062,2019-06-19 13:45:00,2019-06-19 14:00:00,9,18,0:06:34,0:08:26,0,0,0
2062,2019-06-19 14:00:00,2019-06-19 14:15:00,14,20,0:00:00,0:15:00,0,0,0
2062,2019-06-19 14:15:00,2019-06-19 14:30:00,15,20,0:00:00,0:15:00,0,0,0
2062,2019-06-19 14:30:00,2019-06-19 14:45:00,9,14,0:00:00,0:15:00,0,0,0
2062,2019-06-19 14:45:00,2019-06-19 15:00:00,12,20,0:01:30,0:13:30,1,0,1
2062,2019-06-19 15:00:00,2019-06-19 15:15:00,1,11,0:13:10,0:01:50,0,0,0
2062,2019-06-19 15:15:00,2019-06-19 15:30:00,20,26,0:02:31,0:12:29,1,0,1
2062,2019-06-19 15:30:00,2019-06-19 15:45:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-19 15:45:00,2019-06-19 16:00:00,0,8,0:15:00,0:00:00,0,0,0
2062,2019-06-19 16:00:00,2019-06-19 16:15:00,0,4,0:15:00,0:00:00,0,0,0
2062,2019-06-19 16:15:00,2019-06-19 16:30:00,3,12,0:11:41,0:03:19,0,0,0
2062,2019-06-19 16:30:00,2019-06-19 16:45:00,6,9,0:00:00,0:15:00,0,0,0
2062,2019-06-19 16:45:00,2019-06-19 17:00:00,10,9,0:00:00,0:15:00,0,0,0
2062,2019-06-19 17:00:00,2019-06-19 17:15:00,12,25,0:00:00,0:15:00,0,0,0
2062,2019-06-19 17:15:00,2019-06-19 17:30:00,11,23,0:00:21,0:14:39,2,1,1
2062,2019-06-19 17:30:00,2019-06-19 17:45:00,14,31,0:01:28,0:13:32,1,0,1
2062,2019-06-19 17:45:00,2019-06-19 18:00:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-19 18:00:00,2019-06-19 18:15:00,0,12,0:15:00,0:00:00,0,0,0
2062,2019-06-19 18:15:00,2019-06-19 18:30:00,10,13,0:05:58,0:09:02,0,0,0
2062,2019-06-19 18:30:00,2019-06-19 18:45:00,17,21,0:00:18,0:14:42,4,2,2
2062,2019-06-19 18:45:00,2019-06-19 19:00:00,18,27,0:00:00,0:15:00,0,0,0
2062,2019-06-19 19:00:00,2019-06-19 19:15:00,17,23,0:00:00,0:15:00,0,0,0
2062,2019-06-19 19:15:00,2019-06-19 19:30:00,9,17,0:07:31,0:07:29,2,1,1
2062,2019-06-19 19:30:00,2019-06-19 19:45:00,0,3,0:15:00,0:00:00,0,0,0
2062,2019-06-19 19:45:00,2019-06-19 20:00:00,2,17,0:11:43,0:03:17,3,1,2
2062,2019-06-19 20:00:00,2019-06-19 20:15:00,16,21,0:00:00,0:15:00,0,0,0
2062,2019-06-19 20:15:00,2019-06-19 20:30:00,16,18,0:00:00,0:15:00,0,0,0
2062,2019-06-19 20:30:00,2019-06-19 20:45:00,9,8,0:00:00,0:15:00,0,0,0
2062,2019-06-19 20:45:00,2019-06-19 21:00:00,13,28,0:08:44,0:06:16,1,0,1
2062,2019-06-19 21:00:00,2019-06-19 21:15:00,7,15,0:05:53,0:09:07,0,0,0
2062,2019-06-19 21:15:00,2019-06-19 21:30:00,22,23,0:00:00,0:15:00,0,0,0
2062,2019-06-19 21:30:00,2019-06-19 21:45:00,7,17,0:12:51,0:02:09,1,0,1
2062,2019-06-19 21:45:00,2019-06-19 22:00:00,13,22,0:04:58,0:10:02,2,1,1
2062,2019-06-19 22:00:00,2019-06-19 22:15:00,0,1,0:15:00,0:00:00,0,0,0
2062,2019-06-19 22:15:00,2019-06-19 22:30:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-19 22:30:00,2019-06-19 22:45:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-19 22:45:00,2019-06-19 23:00:00,0,8,0:13:17,0:01:43,0,0,0
2062,2019-06-19 23:00:00,2019-06-19 23:15:00,16,22,0:00:00,0:15:00,0,0,0
2062,2019-06-19 23:15:00,2019-06-19 23:30:00,5,5,0:10:48,0:04:12,1,0,1
2062,2019-06-19 23:30:00,2019-06-19 23:45:00,0,8,0:15:00,0:00:00,0,0,0
2062,2019-06-19 23:45:00,2019-06-20 00:00:00,0,1,0:15:00,0:00:00,0,0,0
2062,2019-06-20 00:00:00,2019-06-20 00:15:00,0,3,0:15:00,0:00:00,0,0,0
2062,2019-06-20 00:15:00,2019-06-20 00:30:00,3,16,0:11:02,0:03:58,0,0,0
2062,2019-06-20 00:30:00,2019-06-20 00:45:00,11,26,0:09:24,0:05:36,1,0,1
2062,2019-06-20 00:45:00,2019-06-20 01:00:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-20 01:00:00,2019-06-20 01:15:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-20 01:15:00,2019-06-20 01:30:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-20 01:30:00,2019-06-20 01:45:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-20 01:45:00,2019-06-20 02:00:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-20 02:00:00,2019-06-20 02:15:00,4,28,0:09:38,0:05:22,1,0,1
2062,2019-06-20 02:15:00,2019-06-20 02:30:00,0,9,0:15:00,0:00:00,0,0,0
2062,2019-06-20 02:30:00,2019-06-20 02:45:00,0,4,0:15:00,0:00:00,0,0,0
2062,2019-06-20 02:45:00,2019-06-20 03:00:00,0,7,0:15:00,0:00:00,0,0,0
2062,2019-06-20 03:00:00,2019-06-20 03:15:00,0,3,0:15:00,0:00:00,0,0,0
2062,2019-06-20 03:15:00,2019-06-20 03:30:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-20 03:30:00,2019-06-20 03:45:00,2,14,0:13:37,0:01:23,0,0,0
2062,2019-06-20 03:45:00,2019-06-20 04:00:00,9,17,0:09:51,0:05:09,2,1,1
2062,2019-06-20 04:00:00,2019-06-20 04:15:00,0,4,0:15:00,0:00:00,0,0,0
2062,2019-06-20 04:15:00,2019-06-20 04:30:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-20 04:30:00,2019-06-20 04:45:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-20 04:45:00,2019-06-20 05:00:00,0,1,0:15:00,0:00:00,0,0,0
2062,2019-06-20 05:00:00,2019-06-20 05:15:00,9,25,0:02:17,0:12:43,0,0,0
2062,2019-06-20 05:15:00,2019-06-20 05:30:00,15,27,0:00:00,0:15:00,0,0,0
2062,2019-06-20 05:30:00,2019-06-20 05:45:00,7,6,0:00:00,0:15:00,0,0,0
2062,2019-06-20 05:45:00,2019-06-20 06:00:00,6,9,0:00:00,0:15:00,0,0,0
2062,2019-06-20 06:00:00,2019-06-20 06:15:00,6,10,0:00:00,0:15:00,0,0,0
2062,2019-06-20 06:15:00,2019-06-20 06:30:00,7,18,0:00:00,0:15:00,0,0,0
2062,2019-06-20 06:30:00,2019-06-20 06:45:00,5,16,0:09:53,0:05:07,2,1,1
2062,2019-06-20 06:45:00,2019-06-20 07:00:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-20 07:00:00,2019-06-20 07:15:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-20 07:15:00,2019-06-20 07:30:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-20 07:30:00,2019-06-20 07:45:00,11,24,0:01:42,0:13:18,3,1,2
2062,2019-06-20 07:45:00,2019-06-20 08:00:00,19,37,0:00:00,0:15:00,0,0,0
2062,2019-06-20 08:00:00,2019-06-20 08:15:00,8,15,0:00:00,0:15:00,0,0,0
2062,2019-06-20 08:15:00,2019-06-20 08:30:00,9,23,0:01:47,0:13:13,2,1,1
2062,2019-06-20 08:30:00,2019-06-20 08:45:00,0,2,0:15:00,0:00:00,0,0,0
2062,2019-06-20 08:45:00,2019-06-20 09:00:00,0,8,0:15:00,0:00:00,0,0,0
2062,2019-06-20 09:00:00,2019-06-20 09:15:00,0,4,0:15:00,0:00:00,0,0,0
2062,2019-06-20 09:15:00,2019-06-20 09:30:00,13,23,0:03:37,0:11:23,0,0,0
2062,2019-06-20 09:30:00,2019-06-20 09:45:00,15,19,0:00:00,0:15:00,0,0,0
2062,2019-06-20 09:45:00,2019-06-20 10:00:00,8,16,0:00:00,0:15:00,0,0,0
2062,2019-06-20 10:00:00,2019-06-20 10:15:00,11,19,0:00:00,0:15:00,0,0,0
2062,2019-06-20 10:15:00,2019-06-20 10:30:00,17,27,0:00:00,0:15:00,0,0,0
2062,2019-06-20 10:30:00,2019-06-20 10:45:00,17,26,0:00:00,0:15:00,0,0,0
2062,2019-06-20 10:45:00,2019-06-20 11:00:00,17,40,0:00:44,0:14:16,2,1,1
2062,2019-06-20 11:00:00,2019-06-20 11:15:00,11,12,0:00:00,0:15:00,0,0,0
2062,2019-06-20 11:15:00,2019-06-20 11:30:00,19,35,0:00:17,0:14:43,1,0,1
2062,2019-06-20 11:30:00,2019-06-20 11:45:00,10,29,0:05:24,0:09:36,1,0,1
2062,2019-06-20 11:45:00,2019-06-20 12:00:00,12,21,0:00:00,0:15:00,0,0,0
2062,2019-06-20 12:00:00,2019-06-20 12:15:00,22,71,0:07:08,0:07:52,1,0,1
2062,2019-06-20 12:15:00,2019-06-20 12:30:00,0,7,0:15:07,0:02:50,0,0,0
2062,2019-06-20 12:30:00,2019-06-20 12:45:00,27,75,0:04:30,0:19:17,6,3,3
2062,2019-06-20 12:45:00,2019-06-20 13:00:00,11,29,0:04:16,0:10:44,1,0,1
2062,2019-06-20 13:00:00,2019-06-20 13:15:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-20 13:15:00,2019-06-20 13:30:00,0,1,0:15:00,0:00:00,0,0,0
2062,2019-06-20 13:30:00,2019-06-20 13:45:00,3,24,0:06:50,0:08:10,3,1,2
2062,2019-06-20 13:45:00,2019-06-20 14:00:00,10,22,0:00:26,0:14:34,4,2,2
2062,2019-06-20 14:00:00,2019-06-20 14:15:00,8,23,0:06:17,0:08:43,1,0,1
2062,2019-06-20 14:15:00,2019-06-20 14:30:00,0,2,0:15:00,0:00:00,0,0,0
2062,2019-06-20 14:30:00,2019-06-20 14:45:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-20 14:45:00,2019-06-20 15:00:00,0,1,0:15:00,0:00:00,0,0,0
2062,2019-06-20 15:00:00,2019-06-20 15:15:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-20 15:15:00,2019-06-20 15:30:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-20 15:30:00,2019-06-20 15:45:00,6,23,0:04:31,0:10:29,2,1,1
2062,2019-06-20 15:45:00,2019-06-20 16:00:00,10,19,0:00:00,0:15:00,0,0,0
2062,2019-06-20 16:00:00,2019-06-20 16:15:00,11,20,0:00:00,0:15:00,0,0,0
2062,2019-06-20 16:15:00,2019-06-20 16:30:00,11,41,0:03:12,0:11:48,1,0,1
2062,2019-06-20 16:30:00,2019-06-20 16:45:00,0,13,0:15:00,0:00:00,0,0,0
2062,2019-06-20 16:45:00,2019-06-20 17:00:00,0,2,0:15:00,0:00:00,0,0,0
2062,2019-06-20 17:00:00,2019-06-20 17:15:00,8,24,0:06:02,0:08:58,2,1,1
2062,2019-06-20 17:15:00,2019-06-20 17:30:00,24,43,0:00:44,0:14:16,5,2,3
2062,2019-06-20 17:30:00,2019-06-20 17:45:00,11,30,0:00:00,0:15:00,0,0,0
2062,2019-06-20 17:45:00,2019-06-20 18:00:00,10,64,0:06:59,0:08:01,11,5,6
2062,2019-06-20 18:00:00,2019-06-20 18:15:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-20 18:15:00,2019-06-20 18:30:00,2,6,0:13:27,0:01:33,3,1,2
2062,2019-06-20 18:30:00,2019-06-20 18:45:00,14,28,0:02:27,0:12:33,15,7,8
2062,2019-06-20 18:45:00,2019-06-20 19:00:00,5,16,0:00:01,0:14:59,1,0,1
2062,2019-06-20 19:00:00,2019-06-20 19:15:00,1,7,0:12:56,0:02:04,1,0,1
2062,2019-06-20 19:15:00,2019-06-20 19:30:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-20 19:30:00,2019-06-20 19:45:00,0,4,0:15:00,0:00:00,0,0,0
2062,2019-06-20 19:45:00,2019-06-20 20:00:00,13,53,0:03:32,0:11:28,9,4,5
2062,2019-06-20 20:00:00,2019-06-20 20:15:00,15,38,0:01:39,0:13:21,9,4,5
2062,2019-06-20 20:15:00,2019-06-20 20:30:00,9,26,0:01:49,0:13:11,9,4,5
2062,2019-06-20 20:30:00,2019-06-20 20:45:00,15,30,0:00:20,0:14:40,1,0,1
2062,2019-06-20 20:45:00,2019-06-20 21:00:00,15,43,0:00:03,0:14:57,3,1,2
2062,2019-06-20 21:00:00,2019-06-20 21:15:00,1,19,0:12:51,0:02:09,1,0,1
2062,2019-06-20 21:15:00,2019-06-20 21:30:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-20 21:30:00,2019-06-20 21:45:00,1,18,0:13:01,0:01:59,0,0,0
2062,2019-06-20 21:45:00,2019-06-20 22:00:00,6,18,0:06:35,0:08:25,2,1,1
2062,2019-06-20 22:00:00,2019-06-20 22:15:00,0,2,0:15:00,0:00:00,0,0,0
2062,2019-06-20 22:15:00,2019-06-20 22:30:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-20 22:30:00,2019-06-20 22:45:00,0,2,0:15:00,0:00:00,0,0,0
2062,2019-06-20 22:45:00,2019-06-20 23:00:00,0,1,0:15:00,0:00:00,0,0,0
2062,2019-06-20 23:00:00,2019-06-20 23:15:00,7,33,0:02:23,0:12:37,0,0,0
2062,2019-06-20 23:15:00,2019-06-20 23:30:00,14,31,0:01:53,0:13:07,2,1,1
2062,2019-06-20 23:30:00,2019-06-20 23:45:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-20 23:45:00,2019-06-21 00:00:00,0,2,0:15:00,0:00:00,0,0,0
2062,2019-06-21 00:00:00,2019-06-21 00:15:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-21 00:15:00,2019-06-21 00:30:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-21 00:30:00,2019-06-21 00:45:00,0,1,0:15:00,0:00:00,0,0,0
2062,2019-06-21 00:45:00,2019-06-21 01:00:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-21 01:00:00,2019-06-21 01:15:00,6,19,0:04:51,0:10:09,0,0,0
2062,2019-06-21 01:15:00,2019-06-21 01:30:00,4,19,0:08:47,0:06:13,1,0,1
2062,2019-06-21 01:30:00,2019-06-21 01:45:00,0,1,0:15:00,0:00:00,0,0,0
2062,2019-06-21 01:45:00,2019-06-21 02:00:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-21 02:00:00,2019-06-21 02:15:00,0,3,0:15:00,0:00:00,0,0,0
2062,2019-06-21 02:15:00,2019-06-21 02:30:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-21 02:30:00,2019-06-21 02:45:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-21 02:45:00,2019-06-21 03:00:00,5,34,0:10:39,0:04:21,1,0,1
2062,2019-06-21 03:00:00,2019-06-21 03:15:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-21 03:15:00,2019-06-21 03:30:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-21 03:30:00,2019-06-21 03:45:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-21 03:45:00,2019-06-21 04:00:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-21 04:00:00,2019-06-21 04:15:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-21 04:15:00,2019-06-21 04:30:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-21 04:30:00,2019-06-21 04:45:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-21 04:45:00,2019-06-21 05:00:00,10,29,0:09:44,0:05:16,1,0,1
2062,2019-06-21 05:00:00,2019-06-21 05:15:00,1,9,0:12:21,0:02:39,0,0,0
2062,2019-06-21 05:15:00,2019-06-21 05:30:00,8,14,0:00:00,0:15:00,0,0,0
2062,2019-06-21 05:30:00,2019-06-21 05:45:00,7,11,0:00:00,0:15:00,0,0,0
2062,2019-06-21 05:45:00,2019-06-21 06:00:00,20,29,0:00:08,0:14:52,1,0,1
2062,2019-06-21 06:00:00,2019-06-21 06:15:00,11,11,0:00:00,0:15:00,0,0,0
2062,2019-06-21 06:15:00,2019-06-21 06:30:00,10,22,0:00:00,0:15:00,0,0,0
2062,2019-06-21 06:30:00,2019-06-21 06:45:00,7,15,0:00:10,0:14:50,4,2,2
2062,2019-06-21 06:45:00,2019-06-21 07:00:00,13,24,0:00:01,0:14:59,1,0,1
2062,2019-06-21 07:00:00,2019-06-21 07:15:00,17,49,0:00:15,0:14:45,1,0,1
2062,2019-06-21 07:15:00,2019-06-21 07:30:00,16,49,0:03:37,0:11:23,4,2,2
2062,2019-06-21 07:30:00,2019-06-21 07:45:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-21 07:45:00,2019-06-21 08:00:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-21 08:00:00,2019-06-21 08:15:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-21 08:15:00,2019-06-21 08:30:00,0,3,0:15:00,0:00:00,0,0,0
2062,2019-06-21 08:30:00,2019-06-21 08:45:00,0,0,0:15:00,0:00:00,0,0,0
2062,2019-06-21 08:45:00,2019-06-21 09:00:00,0,10,0:15:00,0:00:00,0,0,0
2062,2019-06-21 09:00:00,2019-06-21 09:15:00,0,4,0:15:00,0:00:00,0,0,0
2062,2019-06-21 09:15:00,2019-06-21 09:30:00,11,30,0:00:51,0:14:09,2,1,1
2062,2019-06-21 09:30:00,2019-06-21 09:45:00,12,22,0:00:00,0:15:00,0,0,0
2062,2019-06-21 09:45:00,2019-06-21 10:00:00,10,16,0:00:00,0:15:00,0,0,0
2062,2019-06-21 10:00:00,2019-06-21 10:15:00,9,15,0:00:00,0:15:00,0,0,0
2062,2019-06-21 10:15:00,2019-06-21 10:30:00,6,16,0:00:00,0:15:00,0,0,0
2062,2019-06-21 10:30:00,2019-06-21 10:45:00,15,20,0:00:00,0:15:00,0,0,0
2062,2019-06-21 10:45:00,2019-06-21 11:00:00,8,40,0:03:24,0:11:36,2,1,1
2062,2019-06-21 11:00:00,2019-06-21 11:15:00,10,12,0:00:00,0:15:00,0,0,0
2062,2019-06-21 11:15:00,2019-06-21 11:30:00,9,11,0:00:00,0:15:00,0,0,0
2062,2019-06-21 11:30:00,2019-06-21 11:45:00,7,16,0:12:07,0:02:53,3,1,2
