scans_couverts_meme_jour,scans_avec_alerte_pm1j_observes,taux_observe_pct,scans_avec_alerte_attendus,taux_attendu_pct,difference_points,p_unilateral_observe_superieur_attendu
127,38,29.9,35.31,27.8,2.1,0.324
