n_bins_vache,n_timestamps_troupeau,n_vaches,n_jours,THI_min,THI_moy,THI_max,pct_THI_ge_68,pct_THI_ge_72,pct_THI_ge_80
87501,5795,17,62,50.6,68.4,83.9,54.0,28.7,1.1
